date,ebene1,ebene2,ebene3,bestand,fluss
2014-10-01,Einlagen,Termineinlagen,Termineinlagen,286.2,
2015-01-01,Einlagen,Termineinlagen,Termineinlagen,285.7,
2015-04-01,Einlagen,Termineinlagen,Termineinlagen,283.7,
2015-07-01,Einlagen,Termineinlagen,Termineinlagen,278.3,
2015-10-01,Einlagen,Termineinlagen,Termineinlagen,280.2,
2016-01-01,Einlagen,Termineinlagen,Termineinlagen,281.8,
2016-04-01,Einlagen,Termineinlagen,Termineinlagen,285.1,
2016-07-01,Einlagen,Termineinlagen,Termineinlagen,283.1,
2016-10-01,Einlagen,Termineinlagen,Termineinlagen,287.8,
2017-01-01,Einlagen,Termineinlagen,Termineinlagen,290.1,
2017-04-01,Einlagen,Termineinlagen,Termineinlagen,287.3,
2017-07-01,Einlagen,Termineinlagen,Termineinlagen,284.7,
2017-10-01,Einlagen,Termineinlagen,Termineinlagen,287.8,
2018-01-01,Einlagen,Termineinlagen,Termineinlagen,288.5,
2018-04-01,Einlagen,Termineinlagen,Termineinlagen,291.4,
2018-07-01,Einlagen,Termineinlagen,Termineinlagen,292.8,
2018-10-01,Einlagen,Termineinlagen,Termineinlagen,295.6,
2019-01-01,Einlagen,Termineinlagen,Termineinlagen,298.5,
2019-04-01,Einlagen,Termineinlagen,Termineinlagen,299.7,
2019-07-01,Einlagen,Termineinlagen,Termineinlagen,300.5,
2019-10-01,Einlagen,Termineinlagen,Termineinlagen,301.6,
2020-01-01,Einlagen,Termineinlagen,Termineinlagen,299.2,
2020-04-01,Einlagen,Termineinlagen,Termineinlagen,299.7,
2020-07-01,Einlagen,Termineinlagen,Termineinlagen,300.3,
2020-10-01,Einlagen,Termineinlagen,Termineinlagen,302.8,
2021-01-01,Einlagen,Termineinlagen,Termineinlagen,302.9,
2021-04-01,Einlagen,Termineinlagen,Termineinlagen,301.9,
2021-07-01,Einlagen,Termineinlagen,Termineinlagen,297.8,
2021-10-01,Einlagen,Termineinlagen,Termineinlagen,297.3,
2022-01-01,Einlagen,Termineinlagen,Termineinlagen,298.4,
2022-04-01,Einlagen,Termineinlagen,Termineinlagen,297.4,
2022-07-01,Einlagen,Termineinlagen,Termineinlagen,306.5,
2022-10-01,Einlagen,Termineinlagen,Termineinlagen,334.8,
2023-01-01,Einlagen,Termineinlagen,Termineinlagen,384.2,
2023-04-01,Einlagen,Termineinlagen,Termineinlagen,427.7,
2023-07-01,Einlagen,Termineinlagen,Termineinlagen,471.9,
2023-10-01,Einlagen,Termineinlagen,Termineinlagen,528.7,
2024-01-01,Einlagen,Termineinlagen,Termineinlagen,590.6,
2024-04-01,Einlagen,Termineinlagen,Termineinlagen,627.5,
2024-07-01,Einlagen,Termineinlagen,Termineinlagen,645.9,
2024-10-01,Einlagen,Termineinlagen,Termineinlagen,660.0,
2000-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,585.7,
2000-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,573.3,
2000-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,566.5,
2000-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,555.8,
2001-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,553.3,
2001-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,551.4,
2001-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,552.9,
2001-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,558.6,
2002-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,559.1,
2002-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,551.3,
2002-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,554.4,
2002-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,559.9,
2003-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,567.4,
2003-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,567.8,
2003-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,572.2,
2003-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,574.3,
2004-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,577.9,
2004-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,579.5,
2004-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,583.4,
2004-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,586.3,
2005-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,590.9,
2005-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,591.2,
2005-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,589.8,
2005-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,586.4,
2006-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,587.6,
2006-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,585.7,
2006-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,580.7,
2006-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,571.1,
2007-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,566.7,
2007-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,559.2,
2007-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,551.7,
2007-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,542.4,
2008-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,534.7,
2008-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,528.4,
2008-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,518.0,
2008-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,523.1,
2009-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,537.7,
2009-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,551.4,
2009-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,568.3,
2009-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,577.5,
2010-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,588.7,
2010-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,589.8,
2010-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,593.3,
2010-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,599.2,
2011-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,606.6,
2011-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,603.9,
2011-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,602.4,
2011-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,599.0,
2012-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,604.2,
2012-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,602.4,
2012-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,601.2,
2012-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,597.8,
2013-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,595.6,
2013-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,591.9,
2013-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,589.9,
