date,ebene1,ebene2,ebene3,bestand,fluss
2013-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.7
2013-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.0
2013-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-0.3
2014-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-0.4
2014-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.5
2014-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,3.1
2014-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.1
2015-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.3
2015-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-4.7
2015-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.0
2015-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-0.0
2016-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.5
2016-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-4.3
2016-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.5
2016-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.9
2017-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.1
2017-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.6
2017-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.6
2017-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.5
2018-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.5
2018-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-2.0
2018-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.6
2018-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,1.1
2019-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,3.3
2019-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.9
2019-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.4
2019-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.3
2020-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-10.1
2020-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-0.9
2020-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.9
2020-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.6
2021-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,2.0
2021-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.5
2021-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.5
2021-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,0.6
2022-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-1.6
2022-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-3.5
2022-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-9.0
2022-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-10.9
2023-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-19.5
2023-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-22.4
2023-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-19.7
2023-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-16.8
2024-01-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-14.2
2024-04-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-11.0
2024-07-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-7.6
2024-10-01,Einlagen,Spareinlagen und Sparbriefe,Spareinlagen,,-6.0
2000-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-3.0
2000-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.5
2000-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.3
2000-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.0
2001-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.9
2001-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.1
2001-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.2
2001-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.1
2002-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.7
2002-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.6
2002-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.1
2002-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.2
2003-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.0
2003-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.5
2003-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.4
2003-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.6
2004-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.2
2004-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.9
2004-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.5
2004-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.1
2005-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.6
2005-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.3
2005-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.6
2005-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.1
2006-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.7
2006-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.1
2006-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,2.2
2006-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,2.8
2007-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,4.8
2007-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,4.1
2007-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,5.1
2007-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,6.2
2008-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,3.6
2008-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,3.6
2008-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,4.0
2008-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,5.8
2009-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-5.4
2009-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-10.7
2009-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-9.7
2009-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-5.6
2010-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.6
2010-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.7
2010-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.0
2010-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.1
2011-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.8
2011-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,3.7
2011-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.8
2011-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,2.3
2012-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.0
2012-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.3
2012-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.9
2012-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-4.2
2013-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-5.9
2013-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-5.3
2013-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.9
2013-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.5
2014-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.5
2014-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.9
2014-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.8
2014-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.4
2015-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-3.2
2015-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.6
2015-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-2.3
2015-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.4
2016-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.8
2016-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.7
2016-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.6
2016-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.4
2017-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.9
2017-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.5
2017-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,0.0
2017-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.1
2018-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.4
2018-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.1
2018-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.9
2018-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.2
2019-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.4
2019-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.7
2019-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.3
2019-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.6
2020-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-1.0
2020-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.8
2020-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.7
2020-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.5
2021-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.5
2021-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.5
2021-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.3
2021-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.4
2022-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.4
2022-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-0.1
2022-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,1.6
2022-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,7.9
2023-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,16.0
2023-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,19.4
2023-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,20.9
2023-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,43.9
2024-01-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,17.9
2024-04-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,8.6
2024-07-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,5.2
2024-10-01,Einlagen,Spareinlagen und Sparbriefe,Sparbriefe,,-10.0
2000-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.3
2000-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,4.6
2000-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,10.2
2000-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-12.0
2001-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-9.3
2001-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-5.5
2001-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,5.7
2001-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,14.3
2002-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-12.2
2002-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,6.2
2002-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.4
2002-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,20.0
2003-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,4.7
2003-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-0.7
2003-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,3.3
2003-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,10.0
2004-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,12.1
2004-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,9.7
2004-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,12.4
2004-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.0
2005-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,11.2
2005-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,2.1
2005-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,4.6
2005-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.8
2006-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,8.3
2006-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,12.0
2006-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,12.0
2006-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,8.0
2007-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,17.8
2007-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,10.9
2007-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,4.3
2007-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-9.9
2008-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.2
2008-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,1.9
2008-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.1
2008-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-22.2
2009-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-8.3
2009-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-4.5
2009-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.8
2009-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.9
2010-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.9
2010-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-5.2
2010-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.4
2010-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.5
2011-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,1.7
2011-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,1.4
2011-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.8
2011-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.3
2012-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.6
2012-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.8
2012-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-5.0
2012-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-6.9
2013-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-4.0
2013-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-6.5
2013-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.6
2013-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.7
2014-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.6
2014-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.9
2014-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-8.0
2014-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-6.3
2015-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-7.9
2015-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-5.7
2015-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.1
2015-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.3
2016-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.1
2016-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-4.4
2016-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.4
2016-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.4
2017-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.4
2017-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.5
2017-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.3
2017-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.1
2018-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.2
2018-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.5
2018-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,1.7
2018-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.6
2019-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.5
2019-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.6
2019-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.3
2019-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.6
2020-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.5
2020-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.4
2020-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.7
2020-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-3.2
2021-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-2.7
2021-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.3
2021-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-1.3
2021-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-0.6
2022-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,2.9
2022-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,4.9
2022-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,5.4
2022-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,12.0
2023-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,29.7
2023-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,20.4
2023-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,14.3
2023-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,0.6
2024-01-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,6.2
2024-04-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,3.8
2024-07-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-0.7
2024-10-01,Wertpapiere,Schuldverschreibungen,Schuldverschreibungen,,-6.9
2000-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.2
2000-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,10.3
2000-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.7
2000-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,3.0
2001-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.2
2001-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.8
2001-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-9.0
2001-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-3.9
2002-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-10.2
2002-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-11.4
2002-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-6.2
2002-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-16.2
2003-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-8.8
2003-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.4
2003-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,1.5
2003-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.5
2004-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.5
2004-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2004-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.2
2004-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2005-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2005-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2005-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2005-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-0.6
2006-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,14.7
2006-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.9
2006-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,1.4
2006-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-4.0
2007-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.3
2007-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,3.7
2007-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.5
2007-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,20.4
2008-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.5
2008-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,3.6
2008-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,4.0
2008-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.8
2009-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,11.5
2009-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,4.2
2009-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.7
2009-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,3.0
2010-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.2
2010-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,4.4
2010-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.3
2010-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,6.8
2011-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.6
2011-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.1
2011-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,5.9
2011-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,5.1
2012-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.1
2012-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.4
2012-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.1
2012-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-2.1
2013-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.4
2013-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,1.6
2013-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-3.4
2013-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-4.4
2014-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,1.9
2014-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.7
2014-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,0.2
2014-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,3.0
2015-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-5.9
2015-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,1.8
2015-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,9.8
2015-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,6.4
2016-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,8.3
2016-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,6.8
2016-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,2.7
2016-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,,-1.5
