date,ebene1,ebene2,ebene3,bestand,fluss
2024-07-01,Wertpapiere,Schuldverschreibungen,Langfristige Schuldverschreibungen,56.3,
2024-10-01,Wertpapiere,Schuldverschreibungen,Langfristige Schuldverschreibungen,54.2,
2000-01-01,Kredite,Kredite,Kurzfristige Kredite,385.6,
2000-04-01,Kredite,Kredite,Kurzfristige Kredite,420.2,
2000-07-01,Kredite,Kredite,Kurzfristige Kredite,410.6,
2000-10-01,Kredite,Kredite,Kurzfristige Kredite,435.5,
2001-01-01,Kredite,Kredite,Kurzfristige Kredite,491.4,
2001-04-01,Kredite,Kredite,Kurzfristige Kredite,495.6,
2001-07-01,Kredite,Kredite,Kurzfristige Kredite,481.4,
2001-10-01,Kredite,Kredite,Kurzfristige Kredite,483.3,
2002-01-01,Kredite,Kredite,Kurzfristige Kredite,476.9,
2002-04-01,Kredite,Kredite,Kurzfristige Kredite,468.5,
2002-07-01,Kredite,Kredite,Kurzfristige Kredite,471.8,
2002-10-01,Kredite,Kredite,Kurzfristige Kredite,484.9,
2003-01-01,Kredite,Kredite,Kurzfristige Kredite,503.4,
2003-04-01,Kredite,Kredite,Kurzfristige Kredite,504.7,
2003-07-01,Kredite,Kredite,Kurzfristige Kredite,509.2,
2003-10-01,Kredite,Kredite,Kurzfristige Kredite,510.9,
2004-01-01,Kredite,Kredite,Kurzfristige Kredite,515.7,
2004-04-01,Kredite,Kredite,Kurzfristige Kredite,503.3,
2004-07-01,Kredite,Kredite,Kurzfristige Kredite,502.1,
2004-10-01,Kredite,Kredite,Kurzfristige Kredite,484.4,
2005-01-01,Kredite,Kredite,Kurzfristige Kredite,501.5,
2005-04-01,Kredite,Kredite,Kurzfristige Kredite,530.4,
2005-07-01,Kredite,Kredite,Kurzfristige Kredite,561.4,
2005-10-01,Kredite,Kredite,Kurzfristige Kredite,585.6,
2006-01-01,Kredite,Kredite,Kurzfristige Kredite,617.0,
2006-04-01,Kredite,Kredite,Kurzfristige Kredite,635.8,
2006-07-01,Kredite,Kredite,Kurzfristige Kredite,647.1,
2006-10-01,Kredite,Kredite,Kurzfristige Kredite,663.8,
2007-01-01,Kredite,Kredite,Kurzfristige Kredite,663.7,
2007-04-01,Kredite,Kredite,Kurzfristige Kredite,678.0,
2007-07-01,Kredite,Kredite,Kurzfristige Kredite,693.0,
2007-10-01,Kredite,Kredite,Kurzfristige Kredite,720.0,
2008-01-01,Kredite,Kredite,Kurzfristige Kredite,731.5,
2008-04-01,Kredite,Kredite,Kurzfristige Kredite,753.5,
2008-07-01,Kredite,Kredite,Kurzfristige Kredite,774.0,
2008-10-01,Kredite,Kredite,Kurzfristige Kredite,773.6,
2009-01-01,Kredite,Kredite,Kurzfristige Kredite,780.7,
2009-04-01,Kredite,Kredite,Kurzfristige Kredite,781.4,
2009-07-01,Kredite,Kredite,Kurzfristige Kredite,765.2,
2009-10-01,Kredite,Kredite,Kurzfristige Kredite,757.9,
2010-01-01,Kredite,Kredite,Kurzfristige Kredite,754.8,
2010-04-01,Kredite,Kredite,Kurzfristige Kredite,776.5,
2010-07-01,Kredite,Kredite,Kurzfristige Kredite,777.1,
2010-10-01,Kredite,Kredite,Kurzfristige Kredite,789.0,
2011-01-01,Kredite,Kredite,Kurzfristige Kredite,823.6,
2011-04-01,Kredite,Kredite,Kurzfristige Kredite,830.9,
2011-07-01,Kredite,Kredite,Kurzfristige Kredite,866.5,
2011-10-01,Kredite,Kredite,Kurzfristige Kredite,869.8,
2012-01-01,Kredite,Kredite,Kurzfristige Kredite,880.0,
2012-04-01,Kredite,Kredite,Kurzfristige Kredite,882.1,
2012-07-01,Kredite,Kredite,Kurzfristige Kredite,878.2,
2012-10-01,Kredite,Kredite,Kurzfristige Kredite,885.9,
2013-01-01,Kredite,Kredite,Kurzfristige Kredite,887.9,
2013-04-01,Kredite,Kredite,Kurzfristige Kredite,902.0,
2013-07-01,Kredite,Kredite,Kurzfristige Kredite,911.3,
2013-10-01,Kredite,Kredite,Kurzfristige Kredite,913.7,
2014-01-01,Kredite,Kredite,Kurzfristige Kredite,941.7,
2014-04-01,Kredite,Kredite,Kurzfristige Kredite,959.6,
2014-07-01,Kredite,Kredite,Kurzfristige Kredite,978.8,
2014-10-01,Kredite,Kredite,Kurzfristige Kredite,988.5,
2015-01-01,Kredite,Kredite,Kurzfristige Kredite,941.7,
2015-04-01,Kredite,Kredite,Kurzfristige Kredite,951.7,
2015-07-01,Kredite,Kredite,Kurzfristige Kredite,955.5,
2015-10-01,Kredite,Kredite,Kurzfristige Kredite,964.1,
2016-01-01,Kredite,Kredite,Kurzfristige Kredite,970.7,
2016-04-01,Kredite,Kredite,Kurzfristige Kredite,972.2,
2016-07-01,Kredite,Kredite,Kurzfristige Kredite,977.3,
2016-10-01,Kredite,Kredite,Kurzfristige Kredite,1006.5,
2017-01-01,Kredite,Kredite,Kurzfristige Kredite,1033.9,
2017-04-01,Kredite,Kredite,Kurzfristige Kredite,1031.3,
2017-07-01,Kredite,Kredite,Kurzfristige Kredite,1022.9,
2017-10-01,Kredite,Kredite,Kurzfristige Kredite,1033.2,
2018-01-01,Kredite,Kredite,Kurzfristige Kredite,1035.3,
2018-04-01,Kredite,Kredite,Kurzfristige Kredite,1046.9,
2018-07-01,Kredite,Kredite,Kurzfristige Kredite,1044.6,
2018-10-01,Kredite,Kredite,Kurzfristige Kredite,1057.5,
2019-01-01,Kredite,Kredite,Kurzfristige Kredite,1089.0,
2019-04-01,Kredite,Kredite,Kurzfristige Kredite,1104.3,
2019-07-01,Kredite,Kredite,Kurzfristige Kredite,1107.3,
2019-10-01,Kredite,Kredite,Kurzfristige Kredite,1144.3,
2020-01-01,Kredite,Kredite,Kurzfristige Kredite,1141.4,
2020-04-01,Kredite,Kredite,Kurzfristige Kredite,1152.5,
2020-07-01,Kredite,Kredite,Kurzfristige Kredite,1155.9,
2020-10-01,Kredite,Kredite,Kurzfristige Kredite,1169.4,
2021-01-01,Kredite,Kredite,Kurzfristige Kredite,1189.9,
2021-04-01,Kredite,Kredite,Kurzfristige Kredite,1214.3,
2021-07-01,Kredite,Kredite,Kurzfristige Kredite,1234.9,
2021-10-01,Kredite,Kredite,Kurzfristige Kredite,1265.7,
2022-01-01,Kredite,Kredite,Kurzfristige Kredite,1310.7,
2022-04-01,Kredite,Kredite,Kurzfristige Kredite,1371.8,
2022-07-01,Kredite,Kredite,Kurzfristige Kredite,1443.5,
2022-10-01,Kredite,Kredite,Kurzfristige Kredite,1447.6,
2023-01-01,Kredite,Kredite,Kurzfristige Kredite,1459.4,
2023-04-01,Kredite,Kredite,Kurzfristige Kredite,1459.6,
2023-07-01,Kredite,Kredite,Kurzfristige Kredite,1471.5,
2023-10-01,Kredite,Kredite,Kurzfristige Kredite,1486.1,
2024-01-01,Kredite,Kredite,Kurzfristige Kredite,1512.4,
2024-04-01,Kredite,Kredite,Kurzfristige Kredite,1524.0,
2024-07-01,Kredite,Kredite,Kurzfristige Kredite,1536.3,
2024-10-01,Kredite,Kredite,Kurzfristige Kredite,1552.8,
2000-01-01,Kredite,Kredite,Langfristige Kredite,48.3,
2000-04-01,Kredite,Kredite,Langfristige Kredite,56.2,
2000-07-01,Kredite,Kredite,Langfristige Kredite,47.6,
2000-10-01,Kredite,Kredite,Langfristige Kredite,66.3,
2001-01-01,Kredite,Kredite,Langfristige Kredite,68.7,
2001-04-01,Kredite,Kredite,Langfristige Kredite,73.4,
2001-07-01,Kredite,Kredite,Langfristige Kredite,68.2,
2001-10-01,Kredite,Kredite,Langfristige Kredite,72.5,
2002-01-01,Kredite,Kredite,Langfristige Kredite,91.9,
2002-04-01,Kredite,Kredite,Langfristige Kredite,103.6,
2002-07-01,Kredite,Kredite,Langfristige Kredite,111.8,
2002-10-01,Kredite,Kredite,Langfristige Kredite,106.4,
2003-01-01,Kredite,Kredite,Langfristige Kredite,117.7,
2003-04-01,Kredite,Kredite,Langfristige Kredite,117.3,
2003-07-01,Kredite,Kredite,Langfristige Kredite,120.7,
2003-10-01,Kredite,Kredite,Langfristige Kredite,116.1,
2004-01-01,Kredite,Kredite,Langfristige Kredite,102.7,
2004-04-01,Kredite,Kredite,Langfristige Kredite,100.3,
2004-07-01,Kredite,Kredite,Langfristige Kredite,103.8,
2004-10-01,Kredite,Kredite,Langfristige Kredite,103.4,
2005-01-01,Kredite,Kredite,Langfristige Kredite,91.2,
2005-04-01,Kredite,Kredite,Langfristige Kredite,93.7,
2005-07-01,Kredite,Kredite,Langfristige Kredite,94.2,
2005-10-01,Kredite,Kredite,Langfristige Kredite,89.2,
2006-01-01,Kredite,Kredite,Langfristige Kredite,99.5,
2006-04-01,Kredite,Kredite,Langfristige Kredite,103.2,
2006-07-01,Kredite,Kredite,Langfristige Kredite,112.4,
2006-10-01,Kredite,Kredite,Langfristige Kredite,116.3,
2007-01-01,Kredite,Kredite,Langfristige Kredite,115.3,
2007-04-01,Kredite,Kredite,Langfristige Kredite,118.0,
2007-07-01,Kredite,Kredite,Langfristige Kredite,124.9,
2007-10-01,Kredite,Kredite,Langfristige Kredite,128.4,
2008-01-01,Kredite,Kredite,Langfristige Kredite,135.0,
2008-04-01,Kredite,Kredite,Langfristige Kredite,134.5,
2008-07-01,Kredite,Kredite,Langfristige Kredite,135.2,
2008-10-01,Kredite,Kredite,Langfristige Kredite,138.0,
2009-01-01,Kredite,Kredite,Langfristige Kredite,140.8,
2009-04-01,Kredite,Kredite,Langfristige Kredite,140.4,
2009-07-01,Kredite,Kredite,Langfristige Kredite,144.2,
2009-10-01,Kredite,Kredite,Langfristige Kredite,152.8,
2010-01-01,Kredite,Kredite,Langfristige Kredite,162.7,
2010-04-01,Kredite,Kredite,Langfristige Kredite,170.7,
2010-07-01,Kredite,Kredite,Langfristige Kredite,172.2,
2010-10-01,Kredite,Kredite,Langfristige Kredite,178.1,
2011-01-01,Kredite,Kredite,Langfristige Kredite,173.1,
2011-04-01,Kredite,Kredite,Langfristige Kredite,165.3,
2011-07-01,Kredite,Kredite,Langfristige Kredite,164.6,
2011-10-01,Kredite,Kredite,Langfristige Kredite,170.4,
2012-01-01,Kredite,Kredite,Langfristige Kredite,172.1,
2012-04-01,Kredite,Kredite,Langfristige Kredite,166.4,
2012-07-01,Kredite,Kredite,Langfristige Kredite,167.1,
2012-10-01,Kredite,Kredite,Langfristige Kredite,166.7,
2013-01-01,Kredite,Kredite,Langfristige Kredite,148.0,
2013-04-01,Kredite,Kredite,Langfristige Kredite,156.8,
2013-07-01,Kredite,Kredite,Langfristige Kredite,161.3,
2013-10-01,Kredite,Kredite,Langfristige Kredite,154.5,
2014-01-01,Kredite,Kredite,Langfristige Kredite,156.8,
2014-04-01,Kredite,Kredite,Langfristige Kredite,159.2,
2014-07-01,Kredite,Kredite,Langfristige Kredite,162.6,
2014-10-01,Kredite,Kredite,Langfristige Kredite,169.5,
2015-01-01,Kredite,Kredite,Langfristige Kredite,235.2,
2015-04-01,Kredite,Kredite,Langfristige Kredite,230.1,
2015-07-01,Kredite,Kredite,Langfristige Kredite,230.9,
2015-10-01,Kredite,Kredite,Langfristige Kredite,236.5,
2016-01-01,Kredite,Kredite,Langfristige Kredite,240.4,
2016-04-01,Kredite,Kredite,Langfristige Kredite,244.6,
2016-07-01,Kredite,Kredite,Langfristige Kredite,260.0,
2016-10-01,Kredite,Kredite,Langfristige Kredite,273.5,
2017-01-01,Kredite,Kredite,Langfristige Kredite,272.4,
2017-04-01,Kredite,Kredite,Langfristige Kredite,280.9,
2017-07-01,Kredite,Kredite,Langfristige Kredite,286.9,
2017-10-01,Kredite,Kredite,Langfristige Kredite,289.9,
2018-01-01,Kredite,Kredite,Langfristige Kredite,291.2,
2018-04-01,Kredite,Kredite,Langfristige Kredite,296.8,
2018-07-01,Kredite,Kredite,Langfristige Kredite,302.1,
2018-10-01,Kredite,Kredite,Langfristige Kredite,283.4,
2019-01-01,Kredite,Kredite,Langfristige Kredite,272.3,
2019-04-01,Kredite,Kredite,Langfristige Kredite,245.9,
2019-07-01,Kredite,Kredite,Langfristige Kredite,226.9,
2019-10-01,Kredite,Kredite,Langfristige Kredite,231.3,
2020-01-01,Kredite,Kredite,Langfristige Kredite,222.3,
2020-04-01,Kredite,Kredite,Langfristige Kredite,225.0,
2020-07-01,Kredite,Kredite,Langfristige Kredite,227.9,
2020-10-01,Kredite,Kredite,Langfristige Kredite,237.5,
2021-01-01,Kredite,Kredite,Langfristige Kredite,250.6,
2021-04-01,Kredite,Kredite,Langfristige Kredite,257.5,
2021-07-01,Kredite,Kredite,Langfristige Kredite,253.4,
2021-10-01,Kredite,Kredite,Langfristige Kredite,259.1,
2022-01-01,Kredite,Kredite,Langfristige Kredite,267.0,
2022-04-01,Kredite,Kredite,Langfristige Kredite,268.9,
2022-07-01,Kredite,Kredite,Langfristige Kredite,273.7,
2022-10-01,Kredite,Kredite,Langfristige Kredite,278.1,
2023-01-01,Kredite,Kredite,Langfristige Kredite,284.8,
2023-04-01,Kredite,Kredite,Langfristige Kredite,289.7,
2023-07-01,Kredite,Kredite,Langfristige Kredite,293.3,
2023-10-01,Kredite,Kredite,Langfristige Kredite,324.5,
2024-01-01,Kredite,Kredite,Langfristige Kredite,327.4,
2024-04-01,Kredite,Kredite,Langfristige Kredite,321.7,
2024-07-01,Kredite,Kredite,Langfristige Kredite,333.3,
2024-10-01,Kredite,Kredite,Langfristige Kredite,339.6,
2000-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,574.0,
2000-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,556.7,
2000-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,572.0,
2000-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,659.8,
2001-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,549.3,
2001-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,576.1,
2001-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,510.2,
2001-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,610.5,
2002-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,621.9,
2002-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,570.0,
2002-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,353.7,
2002-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,340.7,
2003-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,290.4,
2003-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,334.7,
2003-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,337.3,
2003-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,403.6,
2004-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,392.8,
2004-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,442.9,
2004-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,440.4,
2004-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,454.7,
2005-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,480.3,
2005-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,491.8,
2005-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,489.3,
2005-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,533.5,
2006-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,223.0,
2006-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,212.9,
2006-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,216.8,
2006-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,264.0,
2007-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,285.6,
2007-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,284.7,
2007-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,294.4,
2007-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,307.2,
2008-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,289.1,
2008-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,285.9,
2008-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,279.3,
2008-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,265.9,
2009-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,238.0,
2009-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,252.6,
2009-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,239.7,
2009-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,239.5,
2010-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,242.4,
2010-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,243.1,
2010-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,255.7,
2010-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,273.0,
2011-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,275.7,
2011-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,281.1,
2011-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,220.5,
2011-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,229.2,
2012-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,257.2,
2012-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,238.5,
2012-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,249.1,
2012-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,269.0,
2013-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,277.1,
2013-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,285.6,
2013-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,305.3,
2013-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,329.1,
2014-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,322.6,
2014-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,313.7,
2014-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,302.0,
2014-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,292.6,
2015-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,329.9,
2015-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,311.9,
2015-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,269.9,
2015-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,305.3,
2016-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,282.1,
2016-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,272.7,
2016-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,300.0,
2016-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,336.8,
2017-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,351.8,
2017-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,361.0,
2017-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,370.9,
2017-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,380.5,
2018-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,398.1,
2018-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,402.6,
2018-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,386.2,
2018-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,342.5,
2019-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,362.8,
2019-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,366.0,
2019-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,377.3,
2019-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,394.3,
2020-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,336.9,
2020-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,384.4,
2020-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,407.0,
2020-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,371.7,
2021-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,429.1,
2021-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,451.2,
2021-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,441.1,
2021-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,465.4,
2022-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,416.2,
2022-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,370.9,
2022-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,371.3,
2022-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,396.6,
2023-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,411.3,
2023-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,404.2,
2023-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,370.2,
2023-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,380.4,
2024-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,408.3,
2024-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,382.5,
2024-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,390.7,
2024-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Börsennotierte Aktien,379.1,
2000-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,465.0,
2000-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,437.0,
2000-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,429.9,
2000-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,360.7,
2001-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,346.4,
2001-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,340.7,
2001-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,303.2,
2001-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,360.7,
2002-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,395.3,
2002-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,369.4,
2002-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,221.1,
2002-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,195.7,
2003-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,183.6,
2003-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,230.6,
2003-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,231.7,
2003-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,244.2,
2004-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,244.0,
2004-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,255.9,
2004-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,250.0,
2004-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,254.2,
2005-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,261.5,
2005-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,274.6,
2005-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,306.8,
2005-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,317.1,
2006-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,549.8,
2006-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,541.8,
2006-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,590.7,
2006-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,606.9,
2007-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,631.8,
2007-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,670.2,
2007-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,655.0,
2007-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,663.7,
2008-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,575.8,
2008-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,572.0,
2008-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,535.4,
2008-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,508.0,
2009-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,468.7,
2009-04-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,535.9,
2009-07-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,592.4,
2009-10-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,590.3,
2010-01-01,Wertpapiere,Aktien und sonstige Anteilsrechte,Nicht-börsennotierte Aktien,628.4,
