GKZ,Kreisname,Deutschlandatlas_KRS1222__fl_suv,Deutschlandatlas_KRS1222__fl_landw,Deutschlandatlas_KRS1222__fl_wald,Deutschlandatlas_KRS1222__bev_binw,Deutschlandatlas_KRS1222__bev_ausw,Deutschlandatlas_KRS1222__ko_kasskred,Deutschlandatlas_KRS1222__bev_u18,Deutschlandatlas_KRS1222__bev_18_65,Deutschlandatlas_KRS1222__bev_ue65,Deutschlandatlas_KRS1222__bev_ausl,Deutschlandatlas_KRS1222__mitgl_sportv,Deutschlandatlas_KRS1222__ew_sportv,Deutschlandatlas_KRS1222__wahl_beteil,Deutschlandatlas_KRS1222__preis_miet,Deutschlandatlas_KRS1222__wohn_eigen,Deutschlandatlas_KRS1222__wohn_leer,Deutschlandatlas_KRS1222__wohn_EZFH,Deutschlandatlas_KRS1222__wohn_MFH,Deutschlandatlas_KRS1222__heiz_wohn_best,Deutschlandatlas_KRS1222__heiz_wohn,Deutschlandatlas_KRS1222__bquali_unifh,Deutschlandatlas_KRS1222__bquali_mabschl,Deutschlandatlas_KRS1222__bquali_oabschl,Deutschlandatlas_KRS1222__erw_wachs,Deutschlandatlas_KRS1222__erw_vol,Deutschlandatlas_KRS1222__erw_mini,Deutschlandatlas_KRS1222__erw_minineben,Deutschlandatlas_KRS1222__teilz_insg,Deutschlandatlas_KRS1222__teilz_w,Deutschlandatlas_KRS1222__teilz_m,Deutschlandatlas_KRS1222__erw_bip,Deutschlandatlas_KRS1222__alq,Deutschlandatlas_KRS1222__hh_veink,Deutschlandatlas_KRS1222__elterng_v,Deutschlandatlas_KRS1222__schulden,Deutschlandatlas_KRS1222__grusi_insg,Deutschlandatlas_KRS1222__grusi_w,Deutschlandatlas_KRS1222__grusi_m,Deutschlandatlas_KRS1222__sozsich,Deutschlandatlas_KRS1222__auto,Deutschlandatlas_KRS1222__elade,Deutschlandatlas_KRS1222__eauto,Deutschlandatlas_KRS1222__v_harzt,Deutschlandatlas_KRS1222__v_karzt,Deutschlandatlas_KRS1222__schule_oabschl,Deutschlandatlas_KRS1222__kbetr_u3,Deutschlandatlas_KRS1222__kbetr_ue3,Deutschlandatlas_KRS1222__kbetr_ue6,Deutschlandatlas_KRS1222__kbtr_pers,Deutschlandatlas_KRS1222__kinder_bg,Deutschlandatlas_KRS1222__straft,Deutschlandatlas_KRS1222__einbr,Deutschlandatlas_KRS1221__preis_baul,Deutschlandatlas_KRS1221__pfl_ambu,Deutschlandatlas_KRS1221__pfl_stat,Deutschlandatlas_KRS1221__pfl_geld
05958000,Hochsauerlandkreis,12.64,30.66,55.2,8.33,156.66,480,16.64,60.42,22.93,11.13,42.65,164.73,83.9,"5,50 bis unter 7,00",54.159198473597705,4.64,12.8,7.199999999999999,9.385706557672657,64.37,10.3,66.47,14.58,0.54,6.5,12.21,8.79,28.0,52.3,7.9,72.11,4.41,27.54,40.3,8.17,2.9,3.1,2.6,6.98,660.5,160.03,3.21,58.5,46.8,5.52,30.88,92.88,8.47,6.3,9.87,4887.88329313923,74.52789445321368,50 bis unter 100,23.4,14.3,48.5
05962000,Märkischer Kreis,17.08,29.55,51.8,9.97,138.47,925,17.28,60.07,22.65,15.21,26.05,125.99,79.9,"5,50 bis unter 7,00",44.00038910306623,5.04,4.699999999999999,3.0,4.766077415422127,58.86,11.08,63.36,17.81,0.13,1.7,10.45,7.13,24.9,47.7,7.7,75.02,7.01,25.82,35.7,10.74,3.5,3.7,3.2,9.73,630.6,118.61,2.56,56.2,43.5,8.0,25.79,87.93,8.34,6.44,14.67,5763.1852144288,96.50392595516954,100 bis unter 200,17.9,14.7,53.4
05966000,Olpe,15.3,23.4,59.31,-1.49,137.91,23,17.35,61.24,21.41,11.33,40.1,154.72,84.7,"7,00 bis unter 8,50",58.40861300361679,3.76,9.1,10.600000000000001,12.76774664424206,84.91,10.22,67.04,15.66,0.32,5.5,11.27,7.87,24.5,49.1,6.3,79.75,4.13,29.38,43.4,6.88,2.0,2.3,1.7,5.65,687.3,101.94,3.16,57.800000000000004,36.2,6.52,28.37,94.12,8.56,6.28,7.98,4502.413734109894,41.654579400322824,100 bis unter 200,16.0,12.8,58.6
05970000,Siegen-Wittgenstein,16.9,18.56,63.68,-2.49,151.59,906,17.01,60.69,22.3,12.79,37.9,158.05,83.1,"7,00 bis unter 8,50",53.43478428797652,4.25,8.2,7.1,8.295772402498587,76.18,13.86,66.7,13.38,0.2,2.8,11.11,7.43,27.6,51.6,9.5,77.01,5.5,26.84,38.6,7.96,3.3,3.6,3.0,8.3,649.9,98.77,2.93,55.0,42.400000000000006,4.59,30.88,90.53,8.62,6.47,13.16,5853.443796547544,62.78505859938802,100 bis unter 200,23.4,10.6,53.9
05974000,Soest,15.76,60.4,20.7,86.48,81.88,241,17.25,60.56,22.19,11.7,31.77,118.27,83.0,"7,00 bis unter 8,50",51.76293312662546,3.49,17.2,12.4,6.6326669386644905,66.7,13.45,64.6,13.78,0.34,-0.2,11.46,7.71,28.1,51.2,9.1,79.58,5.47,26.23,42.2,7.73,3.2,3.3,3.0,8.23,641.9,149.16,3.8,55.5,46.8,6.19,32.11,91.88,8.59,6.17,10.46,6761.569324463845,86.25534195015487,100 bis unter 200,22.6,16.9,47.5
05978000,Unna,31.83,50.25,15.6,-129.64,330.41,1062,16.86,59.67,23.47,12.92,23.66,104.3,82.0,"7,00 bis unter 8,50",42.65988487969769,3.16,5.699999999999999,11.100000000000001,3.7489779644079255,63.22,11.37,62.15,16.25,0.76,7.1,11.45,6.79,28.6,50.3,10.9,76.93,7.18,24.18,35.9,9.69,3.6,3.9,3.2,10.36,613.3,168.57,3.09,54.5,44.6,6.72,29.83,87.53,8.07,6.48,15.86,6008.283483676222,142.9051360607322,200 bis unter 300,22.6,13.2,50.1
06411000,"Darmstadt, Wissenschaftsstadt",35.23,19.09,44.67,-41.91,205.8,0,16.27,66.27,17.46,22.98,34.25,60.4,84.7,"11,50 und mehr",28.044081852318453,3.6,1.4000000000000001,10.700000000000001,2.7895815042434884,24.59,36.02,45.43,11.78,1.01,1.5,7.65,5.33,30.8,47.0,16.4,99.83,5.42,25.38,48.7,6.95,7.4,7.5,7.3,11.08,446.7,132.86,4.47,65.8,65.5,4.48,37.48,94.31,25.59,6.3,18.71,8182.17118766295,49.925112331502746,500 und mehr,20.2,16.3,51.8
06412000,"Frankfurt am Main, Stadt",58.7,23.75,15.14,-42.54,195.66,0,17.09,67.12,15.79,30.91,37.84,53.42,81.2,"11,50 und mehr",19.76135899120878,3.2,2.1,30.2,1.340790721460099,26.05,34.89,40.4,12.79,1.52,4.0,5.54,5.33,26.2,40.4,14.9,107.56,5.9,26.03,42.1,8.97,9.9,9.6,10.4,11.24,441.8,166.49,4.71,59.0,58.7,7.53,42.8,90.32,35.61,6.21,16.56,14871.783594716118,102.4489436893003,500 und mehr,23.9,12.2,54.4
06413000,"Offenbach am Main, Stadt",49.15,14.06,33.71,7.23,183.65,0,18.68,65.06,16.26,38.97,16.2,55.9,75.2,"11,50 und mehr",22.105279718079416,3.72,2.8000000000000003,57.800000000000004,1.105500612507096,10.1,21.06,49.38,16.83,0.64,-6.8,10.34,8.3,32.2,46.8,19.1,89.75,8.82,20.62,31.0,13.72,11.0,10.9,11.2,13.34,440.8,50.06,4.05,60.199999999999996,59.0,10.05,28.27,77.68,28.57,7.67,19.58,7357.084296042334,97.63732578072594,500 und mehr,20.1,13.9,53.0
06414000,"Wiesbaden, Landeshauptstadt",39.68,29.01,27.9,24.3,134.17,0,18.17,61.73,20.09,22.2,24.44,76.3,79.7,"10,00 bis unter 11,50",27.029281142054895,3.34,10.5,54.5,2.0207326236277434,21.35,27.66,50.42,12.43,1.07,8.3,7.02,6.34,29.6,44.7,15.6,104.75,8.05,26.02,38.1,13.32,8.2,8.4,8.0,13.74,852.6,128.46,8.15,66.10000000000001,61.4,8.12,36.3,91.15,15.57,6.82,20.83,7274.544921454132,116.57358442576913,500 und mehr,23.6,15.4,50.7
06431000,Bergstraße,16.84,39.68,40.49,77.18,110.72,0,17.03,59.95,23.03,15.77,34.24,118.46,84.4,"10,00 bis unter 11,50",55.46187208700155,3.8,13.799999999999999,15.8,9.087426837863513,54.79,14.99,59.61,13.57,0.59,4.3,12.11,9.09,31.0,52.7,11.8,79.89,4.32,27.19,43.4,7.15,3.0,3.1,2.8,7.28,642.7,131.52,3.39,59.400000000000006,43.2,5.07,29.09,90.32,13.71,7.89,11.38,3418.54254101488,79.9404080594466,300 bis unter 500,20.6,16.3,53.0
06432000,Darmstadt-Dieburg,19.24,43.33,35.4,35.52,118.01,1,17.71,60.56,21.72,16.41,33.06,105.77,85.0,"10,00 bis unter 11,50",56.25933448832069,3.47,11.399999999999999,10.8,7.875002670578768,59.25,15.99,57.43,15.32,0.92,5.9,11.43,9.76,33.9,56.9,14.8,87.51,4.7,27.48,46.3,6.76,3.0,3.1,2.8,7.11,631.8,139.94,3.56,50.5,41.8,6.35,28.98,90.25,12.79,7.57,10.54,3133.7932135516103,57.87306507726387,300 bis unter 500,16.4,13.7,58.5
06433000,Groß-Gerau,24.1,45.53,24.46,32.89,123.83,46,18.43,61.99,19.59,24.68,30.14,88.12,81.6,"10,00 bis unter 11,50",47.179984098588754,3.38,9.9,27.5,5.416820115811661,41.08,18.25,52.72,15.72,0.43,-1.4,9.24,8.7,26.2,49.5,11.8,104.11,5.72,24.46,38.5,8.4,4.3,4.5,4.1,8.98,565.7,412.81,3.61,55.0,47.199999999999996,6.61,21.91,87.36,15.25,8.47,13.76,4334.160994334803,68.49608288026029,500 und mehr,14.9,12.5,60.8
06434000,Hochtaunuskreis,20.04,29.08,49.77,8.81,141.22,23,18.28,58.73,22.98,18.65,33.97,99.8,86.0,"11,50 und mehr",49.87640956247181,3.33,10.700000000000001,14.5,4.628977692294482,35.1,33.59,45.79,10.8,1.18,5.5,7.94,6.36,26.7,42.4,12.2,95.75,4.33,35.55,42.2,5.59,3.3,3.3,3.2,6.41,687.6,119.27,4.11,57.1,45.7,5.33,39.58,93.04,20.94,8.12,10.2,3403.510823089257,101.0489043292357,500 und mehr,19.1,17.5,56.0
06435000,Main-Kinzig-Kreis,16.11,38.04,44.1,77.31,123.46,3,17.43,60.59,21.97,18.46,30.27,126.5,82.9,"10,00 bis unter 11,50",53.62124856216668,4.16,13.600000000000001,22.799999999999997,6.776081075783118,42.26,13.49,61.43,14.83,1.1,6.4,10.78,8.56,30.6,53.1,11.9,91.4,5.17,27.49,40.8,8.11,3.9,4.1,3.6,8.28,613.1,161.08,2.86,57.599999999999994,42.199999999999996,6.05,26.83,86.75,19.7,8.42,12.47,4038.176762495416,68.70331772034965,200 bis unter 300,16.2,14.9,56.7
06436000,Main-Taunus-Kreis,32.77,40.75,24.57,12.46,140.09,13,18.46,60.25,21.29,19.01,32.48,86.63,85.8,"11,50 und mehr",49.46758420862006,3.24,7.800000000000001,20.099999999999998,3.344145814025332,45.58,33.32,43.57,11.3,1.73,9.4,7.71,7.0,25.2,42.1,11.9,111.91,4.91,30.92,41.9,6.02,3.4,3.6,3.2,6.54,773.5,158.01,3.28,54.3,44.5,6.1,33.17,92.48,24.85,7.57,9.6,4256.249484365976,100.23925418694827,500 und mehr,23.5,11.5,56.3
06437000,Odenwaldkreis,10.94,31.73,56.5,14.96,108.63,0,16.18,59.02,24.79,15.64,36.43,162.95,82.7,"8,50 bis unter 10,00",61.30802176177799,4.99,12.3,11.0,13.889899227625751,78.41,11.33,61.17,18.59,0.21,2.1,12.5,9.68,31.7,54.6,11.6,69.92,4.79,25.48,38.5,8.29,3.0,3.1,2.9,6.97,656.3,129.45,2.81,65.3,22.9,8.78,25.93,87.6,11.59,7.51,11.37,3231.2942599178086,58.415405269684456,100 bis unter 200,21.0,18.2,51.6
06438000,Offenbach,29.64,23.22,44.52,44.54,111.31,0,17.97,60.52,21.51,21.54,25.25,76.49,83.1,"10,00 bis unter 11,50",45.976920355709524,3.25,2.7,20.7,3.4348528335211888,46.69,20.53,51.57,15.13,1.38,6.8,9.63,9.24,28.6,47.2,14.2,94.09,4.81,27.15,38.9,7.61,4.3,4.4,4.1,7.96,609.6,129.28,3.04,55.9,43.099999999999994,4.63,26.68,86.08,15.47,6.91,12.43,4475.6542413506495,99.40989183651492,500 und mehr,17.4,13.8,57.0
06439000,Rheingau-Taunus-Kreis,13.54,28.71,55.78,28.69,143.08,2,16.66,59.49,23.86,14.29,36.07,140.29,85.3,"8,50 bis unter 10,00",54.921471970652306,3.77,8.5,19.9,6.588771975125342,46.71,18.38,58.56,12.58,0.73,5.4,13.42,10.27,35.9,55.3,16.1,75.75,4.78,28.89,41.2,6.34,3.2,3.4,2.9,7.11,652.1,120.4,3.66,59.2,46.1,7.01,35.11,91.79,12.87,7.79,11.31,2834.7062980581604,82.79979326421045,300 bis unter 500,19.3,16.0,53.6
06440000,Wetteraukreis,15.94,52.7,29.58,92.85,117.11,10,17.41,60.92,21.68,15.7,34.22,138.99,84.3,"10,00 bis unter 11,50",56.0824253567863,3.6,15.0,24.1,7.735310119695321,40.18,15.57,60.8,14.48,0.75,2.4,11.21,8.13,31.9,52.8,13.1,84.97,4.25,27.61,42.3,7.51,3.2,3.4,2.9,6.68,622.4,111.04,3.28,64.0,40.300000000000004,7.58,33.34,89.39,12.57,7.81,9.59,3979.5397386683812,108.10027166890431,200 bis unter 300,17.9,16.3,57.4
06531000,Gießen,18.13,44.35,35.76,-863.15,1089.13,0,16.58,63.48,19.94,15.44,36.35,132.42,83.4,"10,00 bis unter 11,50",45.31405938123753,4.08,9.5,17.7,5.598502367580663,35.92,19.22,59.3,14.66,0.94,2.1,11.98,7.4,35.1,54.5,17.1,76.3,5.46,24.07,42.3,7.5,5.0,5.1,4.8,11.42,565.0,133.51,3.28,66.5,49.0,5.7,32.68,87.63,12.68,7.54,15.51,8847.931559153676,82.89553010076652,100 bis unter 200,17.8,13.0,61.9
06532000,Lahn-Dill-Kreis,16.53,32.2,49.5,78.2,127.6,0,17.2,60.06,22.73,13.39,40.03,169.46,81.1,"7,00 bis unter 8,50",59.521582136268655,4.16,9.7,10.700000000000001,9.236670691538732,61.73,13.29,66.13,14.37,0.14,0.2,11.4,7.93,29.2,53.4,10.0,78.05,5.67,25.17,40.2,7.79,3.6,3.8,3.4,8.99,646.1,136.38,2.91,64.0,40.8,6.14,25.6,88.93,13.39,8.17,14.06,3789.5129601343237,43.91948353796703,50 bis unter 100,16.6,13.4,62.9
06533000,Limburg-Weilburg,17.43,45.35,34.8,39.74,130.72,11,16.94,60.7,22.36,14.01,42.29,170.4,82.9,"8,50 bis unter 10,00",58.735821792560195,4.3,18.400000000000002,14.1,7.306403798414114,82.99,12.39,65.06,14.2,0.68,6.1,11.85,8.11,33.4,55.9,12.5,76.19,4.73,25.74,37.3,9.02,3.8,4.1,3.4,7.46,657.5,179.6,3.4,60.8,42.9,6.58,29.52,92.77,13.14,8.41,11.22,5012.465405640311,92.63283090505706,100 bis unter 200,22.3,14.0,52.9
06534000,Marburg-Biedenkopf,14.09,42.86,41.41,16.22,168.97,0,16.3,63.35,20.35,13.86,33.69,155.8,84.7,"8,50 bis unter 10,00",51.08410416466875,3.64,11.7,7.4,8.566933046250673,72.96,16.74,61.74,15.29,0.63,1.7,11.44,6.9,36.0,57.4,15.5,79.57,4.49,24.55,45.8,6.43,3.5,3.6,3.5,7.2,585.9,99.55,3.0,61.8,52.0,6.15,35.45,92.11,15.69,7.59,10.99,4513.70532352894,70.08859198026305,50 bis unter 100,20.4,10.7,62.6
06535000,Vogelsbergkreis,10.52,48.44,39.61,74.88,98.38,5,15.62,58.91,25.47,8.97,42.97,206.86,83.2,"5,50 bis unter 7,00",66.60957804371562,5.32,14.1,0.7000000000000001,14.501234519898128,87.34,10.34,68.63,13.97,0.24,2.5,12.96,8.51,33.3,58.3,10.9,72.7,4.38,25.96,41.3,7.8,2.3,2.4,2.2,6.36,687.7,159.62,2.65,59.400000000000006,45.4,7.59,31.04,88.85,12.31,8.26,8.65,3998.7644267220803,45.86597774096019,50 bis unter 100,22.7,15.1,48.8
06611000,"Kassel, documenta-Stadt",61.51,13.74,22.02,-23.07,223.85,0,16.74,63.41,19.85,22.08,20.74,81.78,79.8,"7,00 bis unter 8,50",25.37959490595687,4.21,1.5,12.5,1.6411823746959517,39.51,21.23,58.77,12.98,0.68,-0.2,9.0,6.22,36.0,54.4,18.9,76.58,8.16,22.79,37.2,12.5,9.6,9.6,9.6,15.45,448.8,226.83,3.8,64.80000000000001,64.5,8.29,31.11,86.48,39.38,8.21,25.52,12046.894741481474,128.79403727681412,300 bis unter 500,30.4,12.3,45.8
06631000,Fulda,14.28,47.84,36.62,35.79,165.09,0,17.16,61.05,21.79,11.96,37.1,144.64,84.9,"8,50 bis unter 10,00",53.02377407235759,5.21,15.3,7.6,13.903947260889701,78.54,13.44,67.69,12.97,0.71,2.0,10.77,7.9,29.5,53.4,9.6,75.46,3.34,26.28,51.4,6.35,3.4,3.6,3.1,6.05,645.6,205.67,3.42,66.5,46.2,5.89,30.45,93.85,14.29,7.95,8.75,4890.616207090602,72.54150253235791,50 bis unter 100,15.4,17.3,54.2
06632000,Hersfeld-Rotenburg,12.34,40.03,46.01,-6.75,178.34,2,16.74,58.66,24.59,12.33,39.83,236.09,82.5,"7,00 bis unter 8,50",60.99805761794978,5.38,7.7,2.0,10.91896574703452,85.47,9.87,66.44,12.82,0.14,0.5,9.36,5.51,29.5,55.6,9.5,87.95,4.11,25.03,49.9,7.82,2.9,3.0,2.8,6.35,664.8,128.8,2.71,66.39999999999999,41.7,6.65,32.52,86.99,12.43,7.74,10.82,4464.241646513005,46.888110162380926,bis unter 50,15.9,15.2,55.7
06633000,Kassel,14.39,44.12,40.01,67.22,143.49,15,16.4,58.32,25.28,9.7,35.75,120.06,84.5,"7,00 bis unter 8,50",60.86932488207547,4.7,12.4,11.299999999999999,7.46453597675611,59.82,10.7,68.49,11.39,0.12,1.0,10.12,6.91,30.4,59.7,11.8,79.08,4.45,26.47,41.4,7.45,2.6,2.7,2.5,6.4,637.8,221.46,3.88,60.8,44.1,5.33,33.03,93.78,13.69,8.85,10.02,3433.478177784794,59.82103540242109,50 bis unter 100,20.1,16.8,51.1
06634000,Schwalm-Eder-Kreis,12.55,48.05,36.21,61.94,141.41,1,16.29,59.86,23.86,9.99,32.74,175.8,84.5,"5,50 bis unter 7,00",63.66830383193931,5.26,13.3,8.4,11.481114439514403,58.08,10.78,68.14,13.68,0.6,6.6,10.94,6.91,35.8,58.5,14.2,81.65,4.41,25.24,42.3,8.14,2.8,2.9,2.7,6.8,664.1,123.64,3.38,58.2,22.3,7.19,33.67,91.99,12.64,8.05,10.02,4089.9257920534515,67.9098551438977,bis unter 50,21.2,16.0,50.7
06635000,Waldeck-Frankenberg,10.03,41.54,46.41,53.97,177.31,1,16.71,59.53,23.75,11.37,42.09,194.15,82.5,"5,50 bis unter 7,00",58.5580118878515,4.7,21.0,7.6,9.62412020166725,73.41,11.11,69.81,13.04,0.54,3.2,10.04,7.63,31.8,56.7,9.8,79.38,4.07,25.57,41.1,7.52,3.0,3.2,2.8,6.71,674.4,122.47,3.14,61.7,45.4,5.18,31.9,92.61,12.17,8.51,9.33,3791.2964801387334,46.495846789901606,50 bis unter 100,20.6,17.3,52.3
06636000,Werra-Meißner-Kreis,11.57,42.81,43.45,54.69,92.71,15,15.29,58.6,26.11,8.83,35.03,211.56,82.7,"5,50 bis unter 7,00",58.86887835703002,5.84,11.799999999999999,0.3,10.824732323719495,71.07,10.68,72.5,11.73,-0.06,1.8,10.94,6.1,41.9,64.8,15.6,68.39,5.18,23.99,44.7,9.26,3.2,3.1,3.2,7.96,635.5,104.02,2.74,58.6,47.0,6.43,34.26,88.59,14.78,7.14,12.31,4844.922561072968,29.937729522593006,bis unter 50,18.6,17.8,51.4
07111000,"Koblenz, kreisfreie Stadt",37.0,22.64,34.46,-25.85,205.95,353,15.25,62.86,21.89,16.54,37.13,119.72,81.2,"8,50 bis unter 10,00",29.751507677753942,4.23,1.5,7.5,2.6312468450277637,30.1,20.01,61.34,13.06,0.99,2.9,7.88,5.97,29.4,46.4,13.1,83.73,6.11,23.97,43.4,10.32,6.5,6.5,6.4,10.35,560.4,161.45,4.12,67.9,81.0,7.71,27.96,92.57,16.18,6.95,17.22,14920.012492625881,52.052607835652566,300 bis unter 500,24.2,20.1,44.3
07131000,Ahrweiler,13.77,31.09,53.13,-25.9,75.84,405,15.97,58.83,25.19,10.53,28.18,135.77,83.8,"8,50 bis unter 10,00",54.525483304042176,6.63,12.4,18.400000000000002,9.710037391063972,46.58,12.08,65.95,12.89,0.75,6.9,12.51,9.69,30.9,54.5,10.9,73.81,3.68,27.36,41.9,7.24,2.3,2.3,2.2,4.84,677.6,119.8,2.73,62.5,46.5,6.09,31.29,91.05,9.64,6.76,7.5,4978.893735223664,62.4214854753006,100 bis unter 200,23.3,12.9,52.6
07132000,Altenkirchen (Westerwald),15.97,30.9,52.17,56.67,167.65,422,17.38,59.78,22.84,9.81,30.17,133.87,82.6,"7,00 bis unter 8,50",62.811444700189845,5.03,12.0,5.8999999999999995,11.772331625408976,71.91,9.19,70.54,13.74,0.06,2.1,14.06,8.89,28.1,54.9,7.9,70.85,5.17,24.49,40.2,9.41,2.7,2.8,2.5,6.38,658.4,87.78,2.96,60.7,36.7,8.74,25.54,84.95,10.03,6.61,9.83,4907.695467303582,56.287889736587886,50 bis unter 100,21.4,13.0,53.9
07133000,Bad Kreuznach,14.0,43.36,41.26,53.81,119.9,833,16.92,58.94,24.14,12.81,38.2,185.36,82.1,"7,00 bis unter 8,50",55.59964899872959,4.76,11.299999999999999,9.5,10.632536338356546,50.75,11.35,65.53,15.45,0.21,0.0,11.15,7.77,32.7,54.7,12.6,72.45,6.08,24.19,41.8,8.49,3.2,3.3,3.0,7.87,636.1,116.06,3.01,61.5,41.6,7.32,31.4,94.0,11.91,6.54,11.89,5434.978023272393,56.41416677515545,100 bis unter 200,19.2,13.8,52.4
07134000,Birkenfeld,11.5,31.44,55.37,29.6,151.3,1729,16.52,58.55,24.93,12.0,39.74,248.29,80.6,"5,50 bis unter 7,00",59.94732576985413,6.35,14.2,9.7,11.268695790743735,80.7,10.28,68.93,14.8,0.05,0.8,10.98,7.34,31.9,53.4,10.0,67.49,6.51,23.18,33.5,9.93,3.5,3.8,3.1,8.94,651.0,64.15,1.97,64.2,26.400000000000002,12.67,23.48,77.82,9.37,7.1,15.92,5324.119373776908,52.59295499021526,50 bis unter 100,17.7,17.2,51.7
07135000,Cochem-Zell,11.3,36.0,50.55,30.16,197.56,304,15.57,59.13,25.3,10.11,31.96,172.34,83.8,"7,00 bis unter 8,50",65.65497994069422,6.36,20.099999999999998,3.4000000000000004,15.288432497734824,83.67,6.66,70.04,12.95,0.55,7.9,12.77,9.26,37.9,61.5,12.0,72.54,3.99,25.24,47.3,7.06,2.3,2.3,2.3,5.72,681.7,185.25,2.98,55.9,37.1,7.66,31.61,89.96,10.95,7.13,9.34,3831.4237385504102,59.04318131043947,50 bis unter 100,25.9,15.5,46.9
07137000,Mayen-Koblenz,17.19,46.92,32.81,57.01,116.22,584,16.88,60.21,22.91,10.37,29.35,121.44,83.3,"7,00 bis unter 8,50",55.17525323174301,4.74,14.399999999999999,8.4,7.337514771384419,71.89,10.64,66.3,14.61,0.47,0.2,12.18,8.86,29.5,54.1,10.6,75.99,3.67,25.68,43.0,8.37,2.7,3.0,2.4,6.11,654.0,125.88,3.13,57.300000000000004,34.0,5.71,31.76,93.52,13.68,6.88,8.84,4459.923926492828,64.15837954264241,100 bis unter 200,15.9,13.6,58.1
07138000,Neuwied,18.66,32.54,46.33,61.35,139.78,660,17.62,59.45,22.94,11.98,22.34,114.17,82.1,"7,00 bis unter 8,50",55.825844800149774,4.46,12.1,12.8,5.980809308787773,51.4,11.16,66.36,13.77,0.79,5.3,10.46,7.78,30.1,52.5,10.6,77.22,5.07,25.45,40.1,8.59,3.7,4.0,3.4,7.65,659.4,91.17,2.85,63.4,43.5,11.01,27.22,86.11,10.0,6.54,10.52,5164.852752880922,67.22151088348271,100 bis unter 200,20.0,15.2,53.2
07140000,Rhein-Hunsrück-Kreis,12.51,40.82,45.61,53.24,172.4,28,16.67,59.62,23.71,10.51,37.75,188.51,84.8,"7,00 bis unter 8,50",61.04499928312476,6.22,21.7,17.4,13.056680161943321,52.54,9.42,67.1,13.9,1.27,7.9,10.32,7.53,29.4,57.0,8.6,73.34,3.79,26.33,44.5,6.93,2.4,2.6,2.2,5.43,687.8,152.27,3.12,61.900000000000006,20.299999999999997,6.88,27.9,92.41,10.95,6.8,8.84,4903.093799139874,64.41467896860732,50 bis unter 100,16.2,16.0,53.8
07141000,Rhein-Lahn-Kreis,12.3,37.84,47.51,61.58,135.39,323,16.49,59.51,24.0,11.21,36.18,188.13,83.2,"7,00 bis unter 8,50",57.05160960654062,5.67,18.3,25.6,8.973119620805788,48.99,10.61,67.8,15.39,0.66,10.1,11.2,8.08,33.2,56.0,11.5,75.58,3.7,24.52,39.5,8.1,2.9,3.1,2.7,6.21,656.4,79.02,3.06,59.5,17.5,6.26,35.73,93.54,11.92,6.42,9.29,4584.30146083405,50.65082287487639,100 bis unter 200,19.2,14.0,54.3
07143000,Westerwaldkreis,16.66,37.78,43.16,57.88,103.89,0,17.27,60.69,22.04,10.65,30.38,160.46,83.1,"7,00 bis unter 8,50",63.41029429209218,4.38,27.1,18.1,10.416770751106625,75.52,9.39,69.12,14.16,0.8,3.3,12.82,9.77,29.0,54.9,8.5,79.03,3.31,26.86,40.3,8.49,2.4,2.5,2.2,4.84,688.1,142.55,3.49,58.099999999999994,33.6,8.44,28.93,95.06,10.98,7.28,6.93,4488.030947925655,44.59914098176283,100 bis unter 200,21.5,14.8,51.7
07211000,"Trier, kreisfreie Stadt",32.56,20.14,43.24,-649.94,830.34,3678,14.8,66.78,18.42,18.08,25.04,84.67,80.3,"10,00 bis unter 11,50",29.163150492264418,5.62,2.9,42.0,8.576917580934538,75.41,18.69,60.85,14.13,-0.11,-5.2,10.55,5.74,34.8,51.5,16.2,68.47,6.19,25.95,28.9,9.13,6.3,6.5,6.0,14.43,482.7,123.09,4.38,60.4,72.4,7.28,35.29,98.21,21.07,5.87,15.94,12221.578501715763,85.56531039707652,300 bis unter 500,22.5,19.4,42.8
07231000,Bernkastel-Wittlich,12.2,35.27,50.76,68.64,154.22,159,16.77,59.44,23.79,13.25,31.8,187.66,83.5,"7,00 bis unter 8,50",62.29157192663332,6.06,21.400000000000002,10.5,18.859678277053977,86.92,8.24,68.26,13.78,0.31,1.2,11.63,8.52,28.4,52.3,8.9,69.71,3.78,25.91,41.1,7.05,2.4,2.6,2.2,5.46,673.3,174.72,2.77,58.2,45.0,9.98,29.11,89.53,10.79,6.73,8.68,4229.402514357205,43.44086395190227,50 bis unter 100,22.8,16.9,45.2
07232000,Eifelkreis Bitburg-Prüm,10.61,52.07,36.52,-51.81,356.71,574,17.45,61.24,21.31,17.78,26.87,176.57,83.3,"8,50 bis unter 10,00",64.07078114521816,6.17,31.8,21.6,22.978995468135917,82.74,8.82,69.97,12.76,-0.24,-5.3,12.87,8.27,29.2,53.3,8.7,80.97,2.6,25.81,30.9,7.26,1.9,2.2,1.7,4.26,669.9,131.03,3.09,48.5,19.8,7.3,27.51,85.39,9.21,7.0,6.53,5982.130796395284,52.10242951699118,50 bis unter 100,29.2,13.4,44.4
