GKZ,Kreisname,Deutschlandatlas_KRS1222__fl_suv,Deutschlandatlas_KRS1222__fl_landw,Deutschlandatlas_KRS1222__fl_wald,Deutschlandatlas_KRS1222__bev_binw,Deutschlandatlas_KRS1222__bev_ausw,Deutschlandatlas_KRS1222__ko_kasskred,Deutschlandatlas_KRS1222__bev_u18,Deutschlandatlas_KRS1222__bev_18_65,Deutschlandatlas_KRS1222__bev_ue65,Deutschlandatlas_KRS1222__bev_ausl,Deutschlandatlas_KRS1222__mitgl_sportv,Deutschlandatlas_KRS1222__ew_sportv,Deutschlandatlas_KRS1222__wahl_beteil,Deutschlandatlas_KRS1222__preis_miet,Deutschlandatlas_KRS1222__wohn_eigen,Deutschlandatlas_KRS1222__wohn_leer,Deutschlandatlas_KRS1222__wohn_EZFH,Deutschlandatlas_KRS1222__wohn_MFH,Deutschlandatlas_KRS1222__heiz_wohn_best,Deutschlandatlas_KRS1222__heiz_wohn,Deutschlandatlas_KRS1222__bquali_unifh,Deutschlandatlas_KRS1222__bquali_mabschl,Deutschlandatlas_KRS1222__bquali_oabschl,Deutschlandatlas_KRS1222__erw_wachs,Deutschlandatlas_KRS1222__erw_vol,Deutschlandatlas_KRS1222__erw_mini,Deutschlandatlas_KRS1222__erw_minineben,Deutschlandatlas_KRS1222__teilz_insg,Deutschlandatlas_KRS1222__teilz_w,Deutschlandatlas_KRS1222__teilz_m,Deutschlandatlas_KRS1222__erw_bip,Deutschlandatlas_KRS1222__alq,Deutschlandatlas_KRS1222__hh_veink,Deutschlandatlas_KRS1222__elterng_v,Deutschlandatlas_KRS1222__schulden,Deutschlandatlas_KRS1222__grusi_insg,Deutschlandatlas_KRS1222__grusi_w,Deutschlandatlas_KRS1222__grusi_m,Deutschlandatlas_KRS1222__sozsich,Deutschlandatlas_KRS1222__auto,Deutschlandatlas_KRS1222__elade,Deutschlandatlas_KRS1222__eauto,Deutschlandatlas_KRS1222__v_harzt,Deutschlandatlas_KRS1222__v_karzt,Deutschlandatlas_KRS1222__schule_oabschl,Deutschlandatlas_KRS1222__kbetr_u3,Deutschlandatlas_KRS1222__kbetr_ue3,Deutschlandatlas_KRS1222__kbetr_ue6,Deutschlandatlas_KRS1222__kbtr_pers,Deutschlandatlas_KRS1222__kinder_bg,Deutschlandatlas_KRS1222__straft,Deutschlandatlas_KRS1222__einbr,Deutschlandatlas_KRS1221__preis_baul,Deutschlandatlas_KRS1221__pfl_ambu,Deutschlandatlas_KRS1221__pfl_stat,Deutschlandatlas_KRS1221__pfl_geld
01058000,Rendsburg-Eckernförde,11.51,69.38,11.73,7.13,157.83,10,16.95,58.87,24.18,6.76,30.6,112.19,85.4,"8,50 bis unter 10,00",55.44676849337924,2.62,19.0,14.399999999999999,6.60388904487304,52.95,12.77,66.71,13.03,0.85,5.7,11.44,7.54,34.5,57.4,14.2,79.66,4.36,27.53,44.5,7.04,2.3,2.4,2.3,6.78,643.5,213.04,3.76,66.3,53.8,10.48,38.95,90.51,14.85,6.7,9.78,4434.383950046419,80.65123181314722,100 bis unter 200,20.7,21.5,44.6
01059000,Schleswig-Flensburg,11.18,73.81,7.07,93.24,70.72,17,17.12,58.28,24.6,6.64,27.98,109.2,84.7,"7,00 bis unter 8,50",57.115630955728435,3.12,32.599999999999994,23.700000000000003,9.13907284768212,47.54,9.33,66.56,13.52,1.29,8.3,11.8,8.54,36.2,58.8,14.5,74.0,5.21,25.77,37.7,8.49,2.6,2.6,2.5,7.08,650.0,200.23,3.57,61.1,30.8,10.49,41.07,91.5,15.89,7.6,9.59,4781.642221337812,113.57128296721964,100 bis unter 200,24.4,21.9,41.2
01060000,Segeberg,13.99,64.41,17.42,-10.39,214.25,12,17.29,60.57,22.14,10.81,22.95,72.99,84.2,"10,00 bis unter 11,50",50.60409424488219,2.33,16.200000000000003,11.7,4.3113888125292545,30.06,13.82,63.2,13.38,1.14,3.8,9.76,8.78,30.5,51.1,12.7,78.78,4.88,26.77,45.4,7.18,2.9,3.0,2.7,7.18,609.2,128.96,3.45,56.8,45.099999999999994,7.81,33.86,84.57,35.93,8.04,9.85,5661.99278566115,70.17839347621654,200 bis unter 300,23.4,22.7,41.3
01061000,Steinburg,11.46,71.32,9.24,54.45,133.29,0,16.38,60.38,23.24,8.6,28.79,107.99,83.2,"7,00 bis unter 8,50",54.29565710326584,3.33,16.7,5.8999999999999995,4.7631153915176165,67.22,11.36,67.03,13.0,0.5,6.7,10.67,8.03,34.2,55.9,12.3,75.71,5.67,25.49,38.0,9.55,3.1,3.3,2.8,8.33,631.1,110.99,3.13,59.800000000000004,55.7,8.06,37.71,91.42,13.34,7.84,11.55,5762.768182813645,77.02822102568362,100 bis unter 200,19.7,20.5,45.7
01062000,Stormarn,18.31,64.66,13.91,46.66,111.5,0,17.77,58.67,23.55,9.45,25.11,68.15,86.4,"10,00 bis unter 11,50",53.961408697654235,2.23,19.4,24.3,5.01510005389821,37.03,13.53,62.21,13.18,1.42,7.3,9.61,7.75,29.7,51.8,12.5,80.3,3.84,29.78,47.3,5.43,2.6,2.6,2.5,6.25,630.7,168.16,3.86,59.900000000000006,46.3,5.86,41.36,91.04,20.82,6.41,9.29,5220.326406503934,167.3569299883455,300 bis unter 500,24.4,24.0,39.9
02000000,"Hamburg, Freie und Hansestadt",58.47,22.86,8.22,-24.64,233.02,0,17.21,64.88,17.91,19.2,27.5,40.91,80.9,"11,50 und mehr",21.156039338933333,2.02,6.1,39.7,1.7407682152001114,8.35,28.51,48.57,12.18,1.22,3.6,6.76,6.53,29.6,45.1,16.2,112.16,7.43,28.1,47.1,8.17,9.5,9.1,9.9,13.33,425.7,148.63,4.39,61.900000000000006,60.0,6.39,49.99,89.23,7.41,7.33,19.09,12073.957176122893,162.78020127666187,500 und mehr,27.4,16.8,45.5
03101000,"Braunschweig, Stadt",47.1,36.13,13.39,-86.73,245.59,0,15.02,63.94,21.05,13.14,25.18,84.19,83.4,"8,50 bis unter 10,00",29.937686263885126,3.73,4.5,8.8,2.1172344967149948,14.29,24.41,57.15,11.77,0.97,3.8,8.97,5.6,31.6,50.6,14.8,116.88,5.42,24.89,57.9,7.41,4.3,4.3,4.2,9.96,585.7,160.93,5.14,65.4,72.5,6.47,38.96,92.1,39.12,7.19,14.06,8904.147670410319,118.34601515464409,300 bis unter 500,20.8,19.4,47.5
03102000,"Salzgitter, Stadt",28.59,49.49,18.08,-31.37,161.17,1427,19.01,58.11,22.87,21.51,19.99,98.52,76.5,"5,50 bis unter 7,00",43.950273495773246,7.35,7.7,10.9,1.6110700174998647,30.93,13.92,65.24,11.17,0.19,-9.3,6.92,4.31,22.8,51.7,8.1,98.47,9.53,21.52,30.8,11.62,4.1,4.2,3.9,14.49,540.7,208.46,2.23,56.0,51.0,8.41,18.03,80.76,16.98,6.8,23.98,6728.010100623637,103.3018326510311,100 bis unter 200,12.9,16.2,57.7
03103000,"Wolfsburg, Stadt",31.8,39.91,24.05,6.43,192.76,0,17.76,59.93,22.31,18.32,31.3,80.18,80.3,"7,00 bis unter 8,50",41.32015897202281,5.79,6.4,18.400000000000002,3.1653812945429003,6.73,29.26,56.0,6.13,0.11,-6.3,4.3,3.07,16.7,40.0,5.1,147.73,6.05,26.04,47.7,6.69,3.1,3.3,2.9,9.54,980.4,774.66,9.05,57.0,65.7,2.3,38.94,91.71,10.43,6.42,15.98,7523.757353466549,76.21406625860385,200 bis unter 300,12.1,15.4,60.3
03151000,Gifhorn,11.24,50.39,34.95,37.01,118.07,36,18.78,60.18,21.05,8.66,37.86,143.15,84.7,"8,50 bis unter 10,00",65.39823578649153,3.96,30.7,13.700000000000001,7.840842598010532,57.67,16.06,63.69,12.61,1.0,1.6,11.76,6.39,36.7,61.4,12.5,75.84,4.53,27.11,51.3,6.38,2.0,2.0,1.9,6.45,617.8,114.85,3.73,54.400000000000006,44.0,4.66,32.34,86.86,16.55,7.48,9.16,4405.432997469928,103.7551600159794,100 bis unter 200,15.3,15.0,59.6
03153000,Goslar,11.14,27.83,58.32,-61.33,222.61,81,13.83,58.43,27.74,11.41,29.69,161.87,80.5,"5,50 bis unter 7,00",47.62855790283449,8.59,8.9,1.2,3.2925613403691365,53.68,11.8,70.29,11.74,-0.11,0.7,10.93,6.46,34.8,56.6,13.7,70.45,7.06,25.23,39.2,10.6,3.7,3.5,3.8,10.39,601.3,160.52,2.71,70.0,39.2,7.64,35.82,92.94,20.22,7.24,17.43,6962.843055720566,102.47118925983129,50 bis unter 100,19.4,23.2,46.4
03154000,Helmstedt,12.47,58.65,25.61,60.88,138.75,746,16.97,59.27,23.76,9.14,35.87,174.11,82.4,"7,00 bis unter 8,50",59.03581455865233,7.35,23.700000000000003,7.0,5.565003585698187,46.83,11.49,66.94,14.9,0.62,7.8,9.63,5.07,32.9,51.8,10.7,72.59,6.17,26.38,42.4,9.24,2.6,2.7,2.5,8.65,622.1,140.03,3.25,59.2,42.0,6.74,35.69,84.28,15.13,6.72,12.54,6754.6231210122205,86.51454525792148,50 bis unter 100,17.8,23.7,45.6
03155000,Northeim,11.64,48.13,38.86,37.9,165.47,8,15.8,58.18,26.01,8.62,37.52,201.86,82.6,"5,50 bis unter 7,00",56.514829649569464,7.0,12.4,10.5,8.480865200696073,70.82,11.4,70.23,12.14,0.24,2.7,10.6,6.48,33.2,58.6,11.3,67.39,5.73,26.78,36.6,8.44,2.9,2.9,2.9,8.47,676.6,195.55,3.04,76.5,48.7,5.3,31.75,88.92,14.8,6.96,13.5,5264.2242867219975,64.53646310165243,50 bis unter 100,25.3,16.7,47.0
03157000,Peine,18.25,67.97,10.52,60.75,126.61,75,18.58,59.83,21.59,10.08,34.09,129.56,85.0,"8,50 bis unter 10,00",61.83917391657858,4.29,5.4,6.0,5.740599786877759,68.35,11.33,64.27,15.31,0.3,-2.3,12.72,7.54,34.5,58.9,12.0,75.68,5.69,24.99,45.8,7.86,2.3,2.4,2.2,9.06,628.1,120.45,3.66,57.400000000000006,39.1,4.76,30.22,86.02,15.0,7.65,14.38,5573.270184480066,100.04966494158971,100 bis unter 200,14.7,18.6,54.1
03158000,Wolfenbüttel,12.12,67.03,19.41,55.59,116.15,153,16.2,59.43,24.38,7.84,40.12,180.04,85.3,"7,00 bis unter 8,50",56.6039068847363,4.99,14.2,12.1,5.138050534467891,48.9,15.17,67.47,10.86,0.39,5.3,12.62,7.03,39.2,58.9,15.9,75.57,5.32,25.78,47.0,6.9,2.7,2.7,2.7,8.25,635.7,69.17,3.63,57.9,42.9,5.19,33.1,91.88,21.04,6.3,12.95,4492.620155810539,119.47133932349354,100 bis unter 200,15.0,18.9,53.4
03159000,Göttingen,13.8,42.12,42.45,-297.36,495.68,98,15.69,60.99,23.33,10.93,36.65,164.71,83.1,"8,50 bis unter 10,00",42.57091787955986,5.32,7.5,28.599999999999998,5.505451240013361,39.86,19.62,62.34,12.56,0.54,2.8,10.54,5.72,35.5,55.2,16.7,72.18,6.48,23.72,48.9,7.67,3.8,3.7,4.0,8.75,566.4,133.57,3.22,69.80000000000001,53.8,6.28,36.83,88.91,17.98,6.45,12.23,7467.316978122012,65.15292670600199,50 bis unter 100,20.2,19.7,49.0
03241000,Region Hannover,22.53,51.41,20.38,21.33,156.96,92,16.96,61.63,21.41,16.43,23.45,82.8,83.8,"8,50 bis unter 10,00",37.45177034774036,3.57,8.8,26.200000000000003,2.823616896167094,22.92,20.81,58.16,12.88,0.95,2.6,8.81,6.69,30.5,48.8,14.9,86.15,7.46,24.76,47.9,8.51,6.3,6.1,6.4,12.32,508.3,192.11,3.72,64.7,48.3,6.23,35.44,90.37,24.37,6.94,18.87,9921.02333180849,125.99125472467205,100 bis unter 200,21.7,17.5,49.3
03251000,Diepholz,12.77,69.75,10.3,87.79,138.99,10,17.2,59.91,22.89,10.29,33.68,105.92,83.5,"7,00 bis unter 8,50",60.41176529983744,3.81,3.1,5.5,5.565294428108271,51.3,9.21,67.22,12.75,0.92,4.3,12.61,9.85,34.0,59.2,11.9,74.17,4.36,26.93,46.1,7.73,3.0,3.2,2.7,7.11,653.2,121.86,3.43,52.199999999999996,40.8,5.31,33.18,89.83,18.29,6.69,11.36,5223.1437598736175,109.50739623725406,100 bis unter 200,22.4,14.1,52.1
03252000,Hameln-Pyrmont,14.65,51.66,31.87,36.78,154.94,239,16.66,57.82,25.52,13.05,32.29,152.02,81.0,"7,00 bis unter 8,50",50.4149461309804,5.87,13.700000000000001,11.799999999999999,6.119132907419033,46.35,13.06,67.37,11.98,0.15,-0.8,9.87,6.42,34.8,55.9,13.5,75.29,6.99,24.48,39.4,9.83,4.0,4.0,4.0,11.52,626.7,76.39,3.09,64.2,33.4,8.83,31.61,85.95,19.51,7.77,18.77,5602.097716409984,72.35793945831121,100 bis unter 200,19.8,19.8,48.9
03254000,Hildesheim,15.48,57.91,24.56,48.46,147.32,94,16.1,60.17,23.73,10.56,32.31,128.96,83.7,"7,00 bis unter 8,50",48.35567856143614,4.79,13.600000000000001,8.4,4.455455924183865,46.49,15.69,65.8,12.69,0.27,1.8,11.36,6.29,34.2,56.1,13.8,68.78,6.87,25.02,44.5,8.49,3.2,3.2,3.3,9.69,589.9,120.01,3.22,67.6,45.9,7.07,34.17,89.11,21.66,7.17,14.71,6249.214178201034,88.37127430659085,200 bis unter 300,22.4,16.6,49.8
03255000,Holzminden,10.68,41.27,46.3,35.96,208.85,714,15.72,57.75,26.52,9.97,41.58,231.28,81.5,"5,50 bis unter 7,00",57.55340637816001,8.12,4.4,8.7,9.426152901279073,75.27,11.33,70.11,13.04,0.58,7.7,10.4,5.72,28.9,55.6,8.7,80.03,7.01,25.54,38.5,10.17,3.2,3.4,3.0,9.48,648.3,110.46,2.37,69.80000000000001,32.3,9.86,30.84,94.47,18.18,7.67,15.44,4676.284356446814,76.15179591318696,50 bis unter 100,27.0,18.5,41.4
03256000,Nienburg (Weser),11.46,63.1,19.4,77.1,123.76,42,17.42,59.68,22.9,10.4,41.84,157.93,82.1,"7,00 bis unter 8,50",57.95938511031091,4.5,19.8,16.200000000000003,7.326790233226181,37.82,8.65,68.31,14.89,0.74,2.5,10.48,6.93,32.6,58.0,11.2,76.56,5.94,24.68,41.1,9.12,3.4,3.6,3.3,9.9,646.2,159.38,2.86,54.900000000000006,33.7,7.95,31.64,90.25,11.28,6.76,16.47,5910.7954223327315,169.2732588746973,50 bis unter 100,22.4,16.7,49.9
03257000,Schaumburg,18.17,53.28,26.15,78.77,113.65,166,16.14,58.88,24.98,10.49,33.54,138.16,83.0,"7,00 bis unter 8,50",55.94908243986668,5.33,15.9,4.4,5.90241020212216,71.38,9.74,68.86,13.72,0.72,5.3,11.52,6.86,34.8,58.6,11.9,67.62,5.72,25.24,47.0,8.81,3.1,3.2,3.1,8.35,652.8,180.83,3.26,62.0,45.599999999999994,6.31,32.2,89.8,19.11,6.87,11.95,5677.044261065266,96.27406851712928,50 bis unter 100,22.8,19.8,47.7
03351000,Celle,11.99,36.82,46.47,53.68,123.63,349,17.61,58.47,23.92,9.46,33.23,125.28,82.1,"7,00 bis unter 8,50",57.53284671532847,5.51,13.600000000000001,3.7,6.674976834487932,54.6,12.16,67.41,12.59,0.49,-1.2,9.88,6.79,33.3,56.2,11.3,77.78,5.71,24.67,39.5,8.54,4.3,4.2,4.3,9.49,620.1,100.07,2.99,62.599999999999994,47.800000000000004,6.7,31.89,89.27,13.45,7.08,13.35,6396.3647153202855,79.12348758750288,100 bis unter 200,16.9,18.4,53.0
03352000,Cuxhaven,11.7,71.96,9.51,69.41,99.5,366,16.62,57.38,26.0,7.62,36.23,119.16,82.9,"7,00 bis unter 8,50",58.94576786619361,4.17,33.7,17.1,5.425671437532075,38.91,8.37,67.57,13.88,0.86,8.0,13.67,9.0,35.8,58.4,12.6,75.63,5.65,25.47,41.4,8.16,2.3,2.3,2.3,7.61,638.4,87.27,2.44,58.7,35.8,7.27,33.3,93.14,22.91,7.24,11.55,5368.074553281069,78.94227284236867,50 bis unter 100,21.5,17.4,49.4
03353000,Harburg,17.0,50.18,28.34,101.8,101.76,0,17.73,59.79,22.49,9.6,33.53,71.79,86.4,"10,00 bis unter 11,50",58.021835907383924,3.03,24.700000000000003,38.199999999999996,5.852675642747805,29.93,11.09,62.62,14.24,1.76,11.3,11.78,9.14,34.1,57.8,13.2,71.83,4.47,28.47,49.3,6.08,2.6,2.6,2.5,6.46,654.0,112.93,3.54,59.3,41.2,3.96,35.86,91.71,28.99,7.44,9.15,5067.7765474053995,118.37030814464087,200 bis unter 300,20.9,17.2,49.7
03354000,Lüchow-Dannenberg,8.35,50.59,37.85,110.42,135.22,0,15.49,55.92,28.59,7.62,30.14,130.14,82.9,"5,50 bis unter 7,00",59.4189915536217,5.62,27.0,6.3,16.001334371177585,70.12,10.43,71.18,9.47,0.37,1.6,11.13,6.63,42.3,64.6,18.4,67.16,7.78,24.92,44.4,9.45,2.8,2.5,3.1,9.13,646.1,138.84,2.74,65.1,48.4,10.32,34.73,86.31,20.23,7.75,12.25,5522.794745617959,85.40404245800968,bis unter 50,24.8,20.1,44.4
03355000,Lüneburg,11.8,50.77,33.57,54.28,114.1,458,17.18,61.92,20.9,8.21,23.35,82.11,85.4,"10,00 bis unter 11,50",48.670148095828075,3.41,22.200000000000003,17.8,6.072298506175767,45.47,16.69,63.72,13.14,1.05,4.0,10.71,6.82,36.5,56.6,16.5,71.21,5.84,25.36,51.9,6.97,3.5,3.3,3.6,8.33,572.2,134.33,3.67,63.7,52.400000000000006,6.06,40.77,94.43,21.24,6.9,11.97,7540.842006483535,106.63709264630609,100 bis unter 200,25.1,20.3,43.8
03356000,Osterholz,15.63,64.84,13.86,84.17,103.9,281,17.34,58.73,23.93,7.46,37.14,114.97,85.3,"8,50 bis unter 10,00",65.76328932595145,3.34,18.0,10.2,4.366074348631854,32.92,10.32,67.54,13.18,0.69,5.6,13.34,10.22,40.0,63.8,15.4,66.17,3.45,26.49,50.0,6.23,2.4,2.5,2.3,5.79,643.8,150.28,3.31,60.5,47.199999999999996,6.22,34.6,91.69,16.15,6.93,8.03,4176.712340520459,123.5510634829388,50 bis unter 100,23.2,17.0,50.2
03357000,Rotenburg (Wümme),11.17,65.99,17.62,94.87,104.65,0,17.2,60.82,21.98,8.46,46.62,160.5,84.1,"7,00 bis unter 8,50",60.19271426248171,3.67,25.7,18.9,6.905210295040804,42.94,9.27,69.67,13.57,0.47,1.5,11.6,8.71,34.1,58.6,11.2,76.48,3.77,26.47,45.7,7.23,2.7,2.7,2.6,6.1,717.0,152.21,3.2,56.1,45.199999999999996,6.91,31.19,89.72,13.9,7.33,8.0,6211.665592706618,128.27856137085033,50 bis unter 100,20.0,17.1,52.2
03358000,Heidekreis,10.72,39.24,41.95,-724.03,961.59,29,17.3,60.08,22.63,12.02,34.09,127.93,82.5,"7,00 bis unter 8,50",53.884497934255435,4.19,23.599999999999998,14.8,7.239610271607699,38.71,8.32,70.08,13.79,0.57,-1.4,11.05,7.48,34.2,57.9,12.3,79.76,6.33,23.77,38.2,8.84,3.1,3.2,3.0,8.55,635.2,231.59,2.8,56.900000000000006,45.5,7.06,29.46,84.62,15.1,7.46,11.96,7901.976697800459,145.81069370125314,50 bis unter 100,17.7,18.0,52.9
03359000,Stade,12.76,69.83,7.42,70.18,138.51,0,18.12,59.97,21.9,10.96,30.52,71.32,84.2,"8,50 bis unter 10,00",53.596190794419854,3.07,20.299999999999997,32.7,5.496147192954867,34.59,11.42,66.19,12.98,0.68,-1.3,12.89,8.2,33.8,57.2,11.1,86.48,5.94,26.31,47.5,7.42,2.8,2.9,2.6,8.78,611.8,140.13,3.23,54.900000000000006,42.300000000000004,7.65,32.01,89.33,19.1,7.66,14.39,5354.103068861564,67.99615797932536,50 bis unter 100,17.7,17.7,53.1
03360000,Uelzen,8.91,52.5,36.37,74.61,161.19,1,15.66,58.43,25.91,8.11,31.84,152.6,82.8,"7,00 bis unter 8,50",53.818859221147875,5.05,19.099999999999998,18.700000000000003,8.557368452897162,66.01,10.9,69.16,12.17,0.45,2.3,9.7,6.47,36.1,57.0,13.4,74.27,5.34,25.2,38.2,9.52,3.2,3.0,3.4,8.33,616.0,106.72,3.25,65.4,45.199999999999996,7.89,34.01,90.36,19.23,7.28,12.91,6642.5043979568045,63.58491765753163,50 bis unter 100,23.1,22.9,42.8
03361000,Verden,15.26,66.74,13.69,73.59,141.22,0,18.11,58.98,22.9,9.91,36.55,134.83,84.3,"8,50 bis unter 10,00",59.35340094309153,3.65,23.4,15.0,5.078843428709259,43.99,12.16,61.96,16.34,1.37,8.0,10.22,7.23,30.8,55.2,11.2,72.85,3.91,26.77,49.4,6.71,2.9,2.9,2.8,6.41,632.3,178.63,3.3,63.5,44.400000000000006,4.84,31.81,86.58,20.27,6.96,9.12,5379.205609134714,99.35208249061478,50 bis unter 100,12.1,20.3,55.9
03401000,"Delmenhorst, Stadt",49.53,44.55,3.7,20.54,121.96,0,18.21,59.51,22.28,18.6,18.87,72.72,77.7,"7,00 bis unter 8,50",44.940041710114706,3.58,10.3,16.7,1.574901412669096,38.21,10.4,62.01,15.32,0.62,7.5,12.91,7.79,39.1,59.2,17.5,64.23,10.26,20.5,30.0,13.1,6.5,6.5,6.4,15.04,546.4,91.75,2.24,59.3,43.8,6.23,21.54,74.78,15.63,7.64,21.31,7168.463353958027,79.09676596287555,200 bis unter 300,15.4,10.8,61.5
03402000,"Emden, Stadt",28.35,60.29,2.23,28.89,226.97,252,16.96,61.53,21.52,13.23,32.68,102.9,78.8,"7,00 bis unter 8,50",44.76258366005307,4.17,9.3,11.7,1.2942034269048486,22.64,9.65,70.12,10.87,-0.11,-4.2,8.62,4.57,20.9,47.2,6.4,88.69,8.09,21.05,33.4,12.45,4.2,4.5,3.8,12.93,504.6,247.48,2.93,60.8,42.199999999999996,14.51,27.89,82.13,15.95,6.78,22.0,8447.610566933809,69.25892945483328,100 bis unter 200,18.2,12.8,55.2
03403000,"Oldenburg (Oldenburg), Stadt",59.35,28.17,6.98,-18.4,187.81,0,15.65,64.74,19.61,12.82,22.74,60.75,84.3,"8,50 bis unter 10,00",35.511992019777075,2.97,17.0,42.0,2.24289800596867,32.38,22.23,57.72,12.47,0.93,0.8,9.8,6.62,37.6,55.0,18.9,75.12,6.34,22.6,53.2,8.3,5.4,5.3,5.4,11.85,521.3,107.24,4.71,61.900000000000006,82.2,5.85,41.31,94.68,23.48,6.59,19.02,8659.954868946363,131.92154139906268,300 bis unter 500,20.1,16.8,49.9
03404000,"Osnabrück, Stadt",50.2,30.08,17.21,-71.46,233.86,0,15.47,65.91,18.62,16.29,26.01,59.75,82.7,"8,50 bis unter 10,00",30.245729212418226,3.1,2.6,14.8,2.8502547805599696,40.0,20.05,57.96,13.95,0.98,1.1,11.03,8.21,35.9,55.9,16.1,72.09,7.22,23.92,48.7,10.5,6.8,6.9,6.6,11.95,532.7,266.77,4.2,67.2,75.0,6.32,34.38,89.99,32.78,6.42,17.78,11039.279184541663,93.20889547458863,300 bis unter 500,26.4,14.1,47.5
03405000,"Wilhelmshaven, Stadt",44.8,38.41,10.31,43.9,184.0,329,15.36,58.75,25.89,12.37,20.13,78.86,76.7,"5,50 bis unter 7,00",28.92785856857713,6.77,1.4000000000000001,8.299999999999999,0.9546335954313965,4.05,11.74,65.21,13.6,-0.03,1.1,8.43,5.18,32.2,54.0,14.0,78.95,11.02,20.45,24.2,14.75,5.3,5.2,5.6,16.61,527.7,92.09,1.85,68.0,56.2,7.07,24.81,83.89,16.31,6.76,28.65,12110.817595184586,201.08031384299966,100 bis unter 200,15.1,18.5,51.5
03451000,Ammerland,17.6,67.53,10.9,58.56,116.8,13,17.46,58.72,23.83,8.07,34.36,131.77,84.9,"8,50 bis unter 10,00",58.92456412912135,3.11,27.799999999999997,37.400000000000006,3.7633117143085917,36.42,9.84,67.52,12.79,1.72,8.2,10.5,7.4,30.5,54.0,10.7,73.87,4.53,25.67,48.3,6.37,2.8,3.1,2.6,6.41,640.4,109.2,3.37,71.10000000000001,40.4,6.74,38.04,94.05,14.92,8.02,9.14,3938.309435256875,60.81729082360646,200 bis unter 300,19.0,12.9,55.7
03452000,Aurich,14.92,72.16,4.54,58.0,104.39,289,16.44,59.44,24.12,6.93,34.05,146.82,82.8,"7,00 bis unter 8,50",62.946448577190225,3.96,21.099999999999998,19.6,2.526894203235044,26.6,10.48,67.44,13.1,0.87,3.1,13.97,7.32,34.0,56.1,11.6,68.93,6.1,24.15,36.1,8.91,2.5,2.7,2.3,8.19,628.6,133.36,2.79,62.199999999999996,43.2,9.61,24.66,93.1,14.74,7.14,12.85,5596.859511016702,66.64167603815235,100 bis unter 200,21.7,10.3,56.9
03453000,Cloppenburg,14.31,66.64,14.14,47.95,159.99,42,20.25,62.55,17.2,13.89,28.77,95.1,82.7,"7,00 bis unter 8,50",58.26349793000703,2.61,42.1,20.6,5.8803516507444,32.16,7.65,61.57,16.22,1.94,10.7,10.87,8.37,26.4,52.4,7.6,72.74,4.21,24.45,42.2,8.25,3.4,3.8,3.0,6.04,602.6,150.67,3.47,50.099999999999994,33.4,8.68,29.56,85.64,10.87,7.75,8.27,4004.479434555799,46.14492884114327,100 bis unter 200,14.9,14.2,60.8
03454000,Emsland,13.81,60.07,19.0,67.36,147.11,36,18.31,61.77,19.92,13.41,35.3,97.91,85.2,"7,00 bis unter 8,50",61.55493070324432,2.87,39.0,25.9,5.77348876914048,40.8,10.51,67.56,11.89,1.38,6.2,11.87,7.55,27.6,56.5,7.5,94.56,3.26,25.56,48.2,7.4,2.6,2.8,2.3,5.45,624.3,188.51,4.02,55.099999999999994,43.7,7.0,36.9,92.94,11.9,6.93,6.58,5387.041046939524,47.92162152568244,50 bis unter 100,22.7,10.2,55.4
03455000,Friesland,16.67,71.87,7.54,87.86,116.38,70,15.95,57.35,26.71,5.76,37.06,157.56,83.7,"7,00 bis unter 8,50",58.44608986712648,3.6,31.7,43.8,2.576413675647274,47.56,10.05,70.5,11.57,0.84,4.5,12.75,7.81,38.5,60.6,14.3,71.76,4.71,24.18,40.0,7.72,2.2,2.4,2.1,6.58,674.9,158.27,3.01,72.1,22.5,9.47,32.77,95.39,11.7,6.86,9.79,5043.030804671062,85.76243804661088,100 bis unter 200,20.2,14.2,53.2
03456000,Grafschaft Bentheim,14.85,62.78,17.15,56.13,146.39,7,18.43,60.33,21.24,16.58,35.7,82.82,84.7,"7,00 bis unter 8,50",63.76932586253954,2.52,24.3,21.200000000000003,5.19236641221374,32.09,9.09,69.5,12.38,1.08,5.6,14.15,9.97,32.0,59.5,8.7,74.58,3.22,23.54,49.7,6.98,2.7,3.1,2.4,6.21,621.8,158.79,3.97,53.8,39.2,7.97,34.48,88.04,11.81,6.86,9.03,5820.809944149106,37.51707734888758,100 bis unter 200,28.6,13.5,46.1
03457000,Leer,15.28,70.61,3.45,51.62,107.43,77,17.57,60.29,22.14,10.11,28.48,99.8,82.8,"7,00 bis unter 8,50",61.38766689820174,3.87,25.6,13.899999999999999,3.109600878114856,30.33,9.58,68.89,12.49,0.47,0.3,13.91,6.89,35.8,58.7,13.3,80.26,5.78,23.31,39.2,8.85,2.9,3.1,2.7,7.45,617.2,112.94,2.7,61.8,37.400000000000006,7.48,27.63,90.41,11.34,7.88,9.57,5867.001628926056,83.74056484731686,50 bis unter 100,19.6,11.3,57.3
