GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
08426097,"Riedlingen, Stadt",1347.0,94.6,71.84,169.78,0.98,70.05,64.93,74.68,100.0,98.2,95.3,3.07,5.12,12.07,5.66128492,4.36,4.9,5.64,4.09,4.81,3.3,5.01,11.32,6.27
08426100,Rot an der Rot,1692.0,76.82,0.73,71.99,0.1,74.32,67.42,80.66,100.0,99.5,91.9,3.61,14.99,9.35,20.7101154,3.87,8.28,14.84,5.15,14.28,4.5,6.99,10.4,13.8
08426108,Schwendi,1661.0,91.74,9.13,143.43,1.24,75.96,69.11,81.91,100.0,98.3,90.4,3.62,10.19,7.44,13.6716084,3.31,7.79,13.43,4.2,11.6,4.1,4.36,6.56,10.41
08426109,Seekirch,995.0,85.71,0.0,53.12,0.68,74.27,73.68,74.77,100.0,100.0,100.0,7.08,2.7,6.67,11.7893333,2.68,10.12,14.4,3.99,10.5,7.0,7.18,10.37,8.85
08426113,Steinhausen an der Rottum,1029.0,72.71,1.63,73.18,0.9,73.25,66.1,79.8,100.0,99.3,52.2,6.16,11.71,9.65,20.6309774,5.04,11.82,9.05,6.21,9.46,7.5,7.89,11.18,11.67
08426117,Tannheim,1043.0,86.09,0.0,91.01,0.55,72.56,66.27,78.51,100.0,99.5,98.6,3.18,13.11,12.03,13.8833333,3.7,8.13,17.17,6.61,10.19,2.9,7.13,9.77,14.01
08426118,Tiefenbach,916.0,92.76,0.0,77.38,1.48,77.95,75.76,80.12,100.0,100.0,100.0,7.38,4.37,6.95,12.8994118,3.08,6.73,15.51,1.1,12.24,7.0,7.69,10.6,11.02
08426120,Ummendorf,2203.0,94.83,68.39,218.06,0.83,74.14,66.31,81.69,100.0,99.9,73.7,3.69,5.81,5.02,13.4534177,3.45,3.97,9.38,3.1,5.21,2.4,3.05,10.47,7.63
08426121,Unlingen,1192.0,80.61,38.88,90.36,-0.31,69.77,65.87,73.73,100.0,100.0,99.8,2.79,6.84,9.04,7.42114286,3.34,7.28,8.0,3.83,7.18,5.6,6.03,10.28,6.57
08426124,Uttenweiler,1565.0,87.31,3.36,74.18,0.61,74.6,69.84,79.1,100.0,100.0,99.9,4.06,7.33,4.41,12.4325664,4.59,10.31,13.31,4.08,9.17,4.5,3.97,9.72,9.71
08426125,Wain,2373.0,94.04,2.09,84.51,1.0,73.04,65.02,80.18,100.0,99.3,95.2,4.63,10.98,9.73,12.2965789,2.91,9.85,17.49,2.89,9.77,1.6,5.8,6.96,11.31
08426128,Warthausen,2306.0,97.62,81.49,206.45,0.04,72.1,67.32,76.9,100.0,98.5,97.6,2.99,9.65,3.855,5.22552941,4.49,7.58,7.72,4.21,6.6,2.6,3.14,8.6,8.4
08426134,Schemmerhofen,1541.0,88.45,37.36,174.25,0.96,74.75,70.17,79.18,100.0,98.7,92.8,3.39,13.93,9.305,10.6526708,3.98,4.87,12.19,3.97,10.11,3.9,4.27,7.62,11.45
08426135,Gutenzell-Hürbel,1059.0,81.89,2.74,49.31,0.14,76.39,72.57,80.14,100.0,94.7,83.0,7.1,11.42,7.87,20.2728571,3.57,5.75,10.94,3.92,9.1,3.8,7.64,8.33,10.38
08435005,Bermatingen,1487.0,97.43,69.14,270.36,0.84,72.12,68.78,75.35,100.0,98.7,99.1,2.16,10.37,12.57,19.1063077,3.85,8.55,8.08,2.94,8.49,3.0,2.84,2.37,5.71
08435010,Daisendorf,1208.0,96.77,29.31,640.98,-0.45,65.39,59.68,70.98,100.0,100.0,100.0,1.92,5.4,6.575,16.4,4.81,4.97,4.83,1.5,4.32,2.8,4.21,3.23,2.8
08435013,Eriskirch,1304.0,90.87,72.1,341.68,0.3,73.93,69.5,78.19,100.0,99.4,92.2,3.34,8.52,6.47,11.5238961,3.24,8.19,8.78,4.04,6.31,2.8,3.08,2.18,5.79
08435015,Frickingen,1523.0,79.18,68.81,118.8,1.09,70.14,69.38,70.88,99.9,96.8,90.5,4.53,15.0,6.76,16.0703922,3.99,10.84,14.25,2.7,11.67,3.4,10.0,5.28,8.0
08435016,"Friedrichshafen, Stadt",1724.0,98.51,91.29,899.93,0.95,73.31,65.9,80.54,100.0,99.7,94.9,2.66,7.3,5.49,9.41176044,3.27,6.26,5.93,3.05,4.53,2.6,3.25,1.18,5.24
08435018,Hagnau am Bodensee,1776.0,97.64,6.34,508.84,0.95,67.14,61.98,72.66,100.0,100.0,95.2,5.52,6.57,6.5,15.2527586,3.92,8.71,7.76,3.05,2.47,2.9,6.7,2.14,5.11
08435020,Heiligenberg,1118.0,75.09,60.4,77.96,0.96,66.27,66.39,66.14,100.0,91.7,74.2,8.81,13.85,6.39,15.0556835,4.89,13.88,13.32,5.63,11.11,6.6,6.52,5.27,11.3
08435024,Immenstaad am Bodensee,1887.0,92.11,79.61,707.0,0.24,70.12,63.64,76.33,100.0,100.0,94.4,2.84,4.37,4.695,11.0527143,3.17,11.75,10.09,3.28,3.47,2.7,3.14,1.32,3.36
08435029,Kressbronn am Bodensee,1671.0,93.95,82.08,432.37,0.47,68.53,63.82,73.0,100.0,100.0,98.4,3.36,4.86,6.12,11.2626582,3.65,4.68,11.4,3.11,3.45,3.2,3.45,3.72,7.24
08435030,Langenargen,1894.0,97.04,69.82,511.46,0.08,69.94,65.52,74.5,100.0,99.1,89.2,2.41,3.56,5.05,12.5227273,3.52,8.08,10.82,2.76,5.5,2.4,4.33,2.91,3.93
08435034,"Markdorf, Stadt",1905.0,96.85,80.86,350.92,0.74,73.8,66.99,80.33,100.0,100.0,98.3,3.26,11.27,12.44,14.2530319,3.8,12.24,4.86,3.24,4.86,3.7,3.96,1.64,4.69
08435035,Meckenbeuren,2175.0,94.4,58.83,432.96,0.77,73.9,69.66,78.04,100.0,99.9,98.4,3.31,10.08,7.7,8.6800885,2.53,5.43,9.17,3.77,4.56,3.4,4.03,2.61,4.14
08435036,"Meersburg, Stadt",1489.0,96.31,53.03,508.86,1.01,68.3,66.15,70.54,100.0,100.0,98.5,2.77,4.74,4.79,17.0519101,4.2,4.68,4.01,2.89,3.17,2.8,3.51,3.07,3.81
08435042,Neukirch,1310.0,96.11,25.02,102.59,0.01,71.82,66.98,76.44,100.0,97.5,87.7,5.58,8.88,9.04,11.3842169,3.62,8.38,12.8,3.55,9.34,3.9,8.96,5.08,9.91
08435045,Oberteuringen,1684.0,93.0,73.74,250.05,0.37,73.98,67.95,79.75,100.0,99.9,99.7,3.13,10.86,9.7,15.2582787,4.11,10.6,10.05,2.98,9.2,3.5,3.89,1.9,8.73
08435047,Owingen,1590.0,96.67,73.9,125.32,1.35,66.07,63.31,68.86,99.8,93.7,74.2,4.38,13.85,9.79,13.282963,4.5,11.0,10.96,3.94,8.92,4.3,4.78,6.5,10.52
08435052,Salem,1532.0,89.8,46.71,193.32,1.26,71.42,66.06,76.94,100.0,98.4,95.5,4.31,9.41,8.15,17.2295133,4.14,6.16,13.01,4.3,10.32,4.3,5.37,3.79,4.95
08435053,Sipplingen,1307.0,99.18,98.87,512.65,1.09,62.52,62.24,62.8,100.0,98.6,59.7,2.19,8.27,5.42,7.89185185,2.73,9.76,11.09,6.66,2.72,1.8,5.54,7.14,7.11
08435054,Stetten,1258.0,87.85,9.11,243.02,0.21,69.21,67.59,70.92,100.0,100.0,98.8,4.78,5.64,4.98,18.0526923,3.36,7.54,6.58,2.87,5.25,4.9,6.17,2.53,5.28
08435057,"Tettnang, Stadt",2179.0,92.35,72.54,281.22,1.03,74.04,68.94,79.05,100.0,99.2,93.9,4.07,10.58,4.59,6.72390947,4.5,7.2,8.59,3.89,7.32,4.2,5.55,3.67,6.27
08435059,"Überlingen, Stadt",2221.0,95.98,63.59,393.89,0.41,66.54,63.26,70.07,100.0,99.1,93.7,3.96,8.85,5.99,7.54420063,3.61,6.19,6.61,3.62,5.07,3.0,4.5,6.19,6.4
08435066,Uhldingen-Mühlhofen,1165.0,91.99,36.16,541.32,0.5,69.49,65.41,73.69,100.0,99.7,93.8,2.54,4.25,7.78,12.3819588,4.05,7.97,8.47,2.12,2.99,2.0,2.97,3.94,5.79
08435067,Deggenhausertal,1394.0,65.74,20.61,70.99,0.58,75.89,73.3,78.39,100.0,98.0,94.9,4.96,5.8,13.875,21.659258,5.59,13.75,12.65,5.01,12.99,4.4,5.22,3.22,10.54
08436001,Achberg,2550.0,57.28,7.07,135.91,0.44,63.67,60.51,66.73,100.0,95.7,80.5,4.74,13.09,6.34,11.6782353,2.96,12.4,14.55,4.88,6.8,5.0,5.02,5.46,10.79
08436003,Aichstetten,1504.0,71.27,2.4,85.09,0.37,74.37,70.85,77.49,99.8,94.5,86.3,4.15,15.21,10.845,16.5179487,4.8,14.33,15.12,5.06,6.46,3.9,8.41,7.67,11.95
08436004,Aitrach,1832.0,83.04,4.28,94.9,1.52,77.89,73.88,81.43,100.0,98.2,89.3,4.97,13.3,5.94,14.6269524,4.32,14.68,18.22,8.98,10.58,3.4,4.67,8.56,12.87
08436005,Altshausen,2332.0,96.08,82.19,199.37,-0.16,70.27,69.41,71.02,100.0,100.0,99.9,2.86,15.53,4.055,15.1114516,3.41,3.38,14.38,3.43,4.29,2.1,3.23,7.41,3.99
08436006,Amtzell,1886.0,71.6,7.92,141.29,0.49,68.83,68.25,69.4,100.0,97.4,90.2,4.15,10.35,12.265,13.9869957,4.99,5.07,12.45,5.08,6.97,4.6,4.98,6.25,8.65
08436008,"Aulendorf, Stadt",1679.0,91.66,71.13,197.55,0.24,73.3,68.9,77.42,100.0,98.5,98.7,3.94,7.77,5.9,14.7273305,5.08,6.95,7.04,4.33,12.0,4.8,6.02,8.56,9.04
08436009,"Bad Waldsee, Stadt",1813.0,86.98,69.03,190.05,0.33,72.91,68.96,76.74,100.0,98.8,98.5,4.16,7.61,5.74,6.50484262,4.95,6.94,6.99,4.48,6.41,4.2,5.8,9.08,6.63
08436010,"Bad Wurzach, Stadt",1454.0,75.67,2.04,82.64,0.54,69.46,63.28,75.26,100.0,99.0,94.8,5.41,8.1,7.08,16.2951811,4.0,8.99,15.61,7.07,12.96,7.5,7.47,9.85,7.17
08436011,Baienfurt,1895.0,95.2,89.91,460.9,0.41,69.67,63.95,75.22,100.0,95.4,92.0,2.67,3.44,7.69,7.22989362,2.91,3.05,5.98,2.61,3.1,3.0,3.23,6.17,4.97
08436012,Baindt,1443.0,93.52,68.88,235.28,0.84,71.31,64.49,78.1,100.0,95.2,96.0,2.33,4.09,10.35,9.54307692,2.94,4.58,8.35,3.12,3.36,2.4,2.66,6.7,7.16
08436013,Berg,2274.0,87.86,5.83,162.67,1.51,64.33,63.04,65.55,100.0,99.6,95.5,5.61,8.76,12.71,10.6000685,5.87,8.62,9.2,5.77,7.4,4.1,8.51,5.14,8.4
08436014,Bergatreute,1159.0,80.9,2.49,140.31,0.82,73.56,67.8,79.18,100.0,94.7,97.0,3.51,9.88,13.21,12.8283019,3.12,3.13,11.39,3.48,9.45,3.4,3.17,7.78,9.9
08436018,Bodnegg,1907.0,61.62,5.18,131.46,0.14,69.38,66.74,71.9,100.0,99.6,96.3,4.68,4.01,7.815,12.98775,3.77,3.81,14.09,3.91,4.77,4.0,6.84,4.95,9.94
08436019,Boms,1036.0,91.46,28.11,77.72,4.01,69.31,66.81,71.38,100.0,100.0,100.0,5.29,11.53,5.205,10.0475758,6.26,6.44,10.69,3.1,3.34,6.4,6.32,8.0,5.33
08436024,Ebenweiler,1042.0,97.14,19.02,131.19,2.0,73.35,66.34,79.95,100.0,100.0,93.4,4.89,19.06,6.71,17.5725,2.08,6.96,10.01,6.88,5.19,6.4,6.29,6.64,5.95
08436027,Eichstegen,1108.0,79.71,79.23,36.91,1.34,77.84,67.68,87.15,100.0,100.0,98.6,5.27,15.21,4.925,13.7254348,5.14,5.42,13.64,5.05,6.36,5.1,5.64,7.7,4.95
08436032,Fleischwangen,1372.0,87.45,0.0,114.63,-0.53,71.8,60.89,81.82,100.0,98.8,76.2,4.97,18.36,9.825,20.3316,1.74,10.01,5.74,5.51,8.11,4.8,5.32,5.89,8.7
08436039,Grünkraut,2140.0,75.1,47.87,186.36,-0.12,66.51,63.68,69.15,100.0,97.5,93.5,3.79,7.33,8.49,11.9265546,3.58,7.22,10.52,6.67,5.96,3.0,3.45,4.69,8.29
08436040,Guggenhausen,1150.0,82.81,82.81,23.12,1.1,64.81,54.39,76.47,100.0,99.6,85.1,7.26,21.27,9.83,20.6238095,4.94,11.22,9.53,8.31,9.84,9.2,8.64,6.48,8.96
08436047,Hoßkirch,1489.0,71.43,1.95,46.3,-0.24,73.59,76.53,70.87,100.0,98.8,59.3,2.53,15.16,4.3,14.6842424,7.67,7.83,13.74,2.51,9.17,6.9,7.35,7.64,6.25
08436049,"Isny im Allgäu, Stadt",1991.0,97.76,74.86,173.73,1.43,74.0,69.69,78.06,97.7,89.8,78.7,5.5,14.5,8.58,21.9478706,6.59,9.4,8.85,7.03,8.19,6.1,7.9,5.39,8.81
08436052,Kißlegg,1746.0,76.5,2.9,100.49,0.84,69.58,65.23,73.82,100.0,99.4,91.0,4.9,18.58,7.63,15.1190239,4.89,7.94,15.73,5.66,8.11,6.1,6.37,8.55,11.26
08436053,Königseggwald,1255.0,92.09,0.0,103.35,1.23,71.27,70.37,72.1,100.0,96.0,69.5,1.37,15.26,6.285,15.2525,4.53,7.07,9.67,4.16,12.45,5.7,5.28,7.11,5.67
08436055,"Leutkirch im Allgäu, Stadt",2206.0,87.3,55.89,133.42,0.52,71.67,66.71,76.31,100.0,98.8,94.6,6.97,18.05,8.69,20.2024102,5.76,8.23,9.51,7.79,8.25,6.8,8.35,6.95,7.74
08436064,"Ravensburg, Stadt",2375.0,95.0,86.09,559.28,0.43,69.39,67.4,71.28,100.0,98.8,91.7,4.14,7.6,12.68,10.5435575,4.17,7.16,9.72,3.25,6.61,4.0,4.26,3.8,7.33
08436067,Riedhausen,967.0,70.04,0.0,95.01,4.62,71.24,69.96,72.45,100.0,99.2,93.2,3.23,17.77,9.395,17.7411765,1.35,9.49,6.31,5.76,9.37,4.8,5.89,6.59,7.01
08436069,Schlier,1301.0,81.32,33.91,122.58,0.33,65.18,60.08,70.34,100.0,96.1,93.0,4.42,9.83,8.04,11.0489116,3.17,7.08,9.86,6.51,8.11,4.8,6.49,6.0,7.34
08436077,Unterwaldhausen,943.0,71.77,20.16,69.59,0.07,60.45,48.31,72.73,100.0,100.0,93.6,6.43,20.89,11.61,21.0294737,4.12,11.92,8.27,7.77,10.51,6.8,7.86,6.5,9.34
08436078,Vogt,1388.0,84.62,60.1,209.69,0.43,67.2,63.57,70.77,100.0,99.4,93.4,3.04,12.95,12.535,17.6523358,3.32,7.68,16.61,6.34,9.85,2.7,2.87,6.98,3.39
08436079,Waldburg,1527.0,75.12,56.22,145.35,0.99,70.35,66.94,73.65,100.0,99.2,91.7,3.82,8.43,11.91,16.2739394,3.83,3.9,14.74,3.85,5.32,4.3,3.8,5.95,6.24
08436081,"Wangen im Allgäu, Stadt",1816.0,86.0,62.13,270.46,0.22,70.75,66.17,75.45,100.0,99.5,92.2,3.27,13.42,9.845,9.65627211,3.85,6.3,8.15,5.04,5.65,4.6,4.82,7.11,5.98
08436082,"Weingarten, Stadt",1697.0,98.47,94.15,2077.06,0.2,66.68,60.13,73.45,100.0,98.9,98.2,2.39,3.41,6.41,4.27470588,2.77,3.32,3.91,2.21,2.88,2.1,2.45,5.4,2.95
08436083,Wilhelmsdorf,1100.0,54.65,2.2,131.74,0.0,68.78,65.39,72.07,100.0,99.5,96.4,2.36,15.04,6.76,18.4219531,3.18,11.3,3.25,3.02,5.24,2.9,2.77,5.39,11.8
08436085,Wolfegg,2058.0,66.33,3.56,97.65,0.77,70.11,65.53,74.57,100.0,97.1,88.4,4.51,15.27,10.86,17.0107738,4.2,9.96,15.88,4.69,13.33,4.2,4.4,8.02,8.19
08436087,Wolpertswende,1432.0,46.11,3.56,159.73,0.29,68.87,65.56,72.06,100.0,97.0,96.1,3.19,10.66,12.06,14.9784466,4.04,10.08,11.79,2.25,5.9,3.5,4.58,7.16,10.24
08436093,Ebersbach-Musbach,1204.0,63.0,3.06,64.64,0.47,69.21,66.42,71.86,100.0,100.0,99.9,4.31,10.37,9.08,13.6542647,3.2,7.24,9.96,4.38,7.17,7.2,7.1,8.77,6.67
08436094,Argenbühl,1277.0,77.07,18.35,89.45,1.16,69.15,65.14,73.06,99.9,98.4,78.2,3.39,9.13,7.43,12.4036122,5.15,8.3,11.19,6.05,9.74,5.6,10.06,7.56,8.88
08436095,Horgenzell,1304.0,77.91,6.25,100.32,1.18,74.84,70.51,78.96,100.0,98.7,97.2,5.13,13.49,14.69,18.8474908,5.56,6.34,11.59,4.32,11.85,5.0,5.08,3.96,13.62
08436096,Fronreute,1178.0,54.84,12.69,108.77,1.29,71.21,66.62,75.6,100.0,99.9,98.8,3.63,13.1,11.77,15.3824277,3.64,10.33,11.22,5.59,5.57,3.4,8.83,5.94,9.66
08437005,Beuron,1173.0,69.9,52.25,19.57,1.4,60.31,64.38,57.46,100.0,88.6,41.5,12.06,17.69,18.27,23.8723636,8.59,12.36,20.54,6.25,19.19,9.4,12.24,9.72,12.97
08437008,Bingen,1197.0,94.41,6.46,73.98,0.23,71.17,68.0,74.26,100.0,98.1,96.0,8.45,13.84,10.0,8.74180328,3.63,12.26,9.67,3.03,8.39,3.3,3.07,12.83,10.74
08437031,"Gammertingen, Stadt",1503.0,95.24,55.52,119.28,-0.06,73.76,69.24,77.68,100.0,99.2,95.5,4.02,4.82,17.27,20.224466,3.15,4.83,5.85,3.22,4.34,3.0,4.32,13.52,6.96
08437044,Herbertingen,1570.0,93.83,78.18,124.32,0.09,76.05,70.64,80.97,100.0,99.6,96.0,3.6,9.3,8.78,11.4564706,4.15,9.09,10.31,9.49,4.65,3.0,3.79,10.94,9.5
08437047,"Hettingen, Stadt",4092.0,46.61,40.34,39.14,0.07,72.15,67.84,76.0,100.0,99.8,98.9,8.61,10.02,16.515,20.3401887,5.38,9.92,11.18,7.38,8.97,5.6,7.23,13.95,10.42
08437053,Hohentengen,1732.0,87.0,9.07,118.41,1.05,71.03,65.75,76.18,100.0,99.5,91.6,2.84,3.15,10.03,13.0381739,3.11,9.79,9.27,7.98,9.65,2.7,3.0,9.84,6.97
08437056,Illmensee,1722.0,74.85,11.98,83.07,0.6,71.89,66.45,77.21,100.0,99.6,96.4,4.13,13.08,4.32,14.8871429,4.13,13.84,7.38,7.68,4.73,7.1,7.12,5.39,12.24
08437059,Inzigkofen,1352.0,77.18,1.64,103.55,1.4,70.25,65.74,74.6,100.0,99.7,95.6,3.94,14.48,8.74,10.8222388,3.35,9.18,8.91,6.0,8.9,4.4,6.1,11.76,8.19
08437065,Krauchenwies,2012.0,93.62,48.8,113.93,0.25,71.78,66.18,77.22,100.0,97.6,89.5,4.07,10.55,5.26,12.9663492,5.21,11.22,10.89,4.51,10.14,5.4,4.48,10.03,8.39
08437072,Leibertingen,1309.0,88.44,40.57,45.96,0.63,75.21,70.86,79.41,100.0,95.8,72.4,12.68,15.64,10.155,24.6240278,4.94,13.52,15.17,6.21,12.37,13.6,13.13,10.07,12.73
08437076,"Mengen, Stadt",1780.0,92.09,53.26,200.62,0.36,72.07,66.74,77.11,100.0,99.5,94.4,3.77,4.83,5.19,15.4472832,4.66,7.08,4.83,4.52,9.21,3.4,4.51,10.6,5.3
08437078,"Meßkirch, Stadt",1583.0,64.74,21.41,114.63,0.94,72.5,68.39,76.18,100.0,96.7,93.8,3.91,7.35,11.975,18.0404523,4.31,5.19,6.75,4.96,4.6,4.5,4.49,10.67,5.7
08437082,Neufra,1101.0,88.86,75.76,64.96,0.04,76.09,70.53,81.27,99.7,96.5,77.7,5.05,7.02,12.49,13.326383,3.28,6.65,7.26,5.86,6.5,5.3,5.26,13.23,7.75
08437086,Ostrach,1512.0,82.14,5.58,64.44,0.77,72.72,69.02,76.2,100.0,96.6,74.0,4.97,11.51,9.6,11.9041772,5.63,6.87,11.44,5.4,11.7,5.9,5.22,7.93,5.6
08437088,"Pfullendorf, Stadt",2292.0,91.92,71.75,150.45,0.5,71.21,67.03,75.32,100.0,95.9,86.6,5.22,6.22,5.32,6.43386525,3.94,6.72,6.17,5.34,5.47,5.4,5.0,7.64,5.47
08437100,"Bad Saulgau, Stadt",2265.0,95.01,68.39,181.86,0.26,71.5,65.51,77.27,100.0,95.6,82.1,3.96,6.04,11.635,6.38777108,4.95,6.17,6.63,4.97,4.67,5.0,5.3,9.59,5.88
08437101,"Scheer, Stadt",1681.0,90.87,2.09,135.9,0.56,74.1,67.23,80.51,100.0,97.7,99.4,5.09,6.88,8.34,12.2834,3.6,10.43,7.36,5.5,8.7,4.8,5.61,11.67,7.67
08437102,Schwenningen,993.0,90.82,1.75,86.92,0.54,65.86,60.92,70.45,100.0,97.3,70.7,9.3,12.96,20.25,25.1345161,2.18,9.49,15.69,9.01,22.01,2.4,9.71,9.2,11.01
08437104,"Sigmaringen, Stadt",1175.0,96.58,66.67,197.92,1.53,56.27,56.68,55.92,100.0,95.4,66.4,5.07,14.05,5.355,7.3761165,4.72,7.38,6.24,3.91,7.86,2.5,4.15,12.17,7.88
08437105,Sigmaringendorf,1846.0,94.18,1.88,299.52,0.58,72.18,66.67,77.23,100.0,100.0,97.3,2.48,10.23,8.805,8.62241935,2.73,10.35,9.25,2.53,5.34,2.4,2.43,11.53,7.15
08437107,Stetten am kalten Markt,1199.0,93.77,2.19,85.37,0.15,69.66,70.93,68.55,100.0,93.6,57.8,3.71,6.44,12.865,18.8933333,4.0,4.1,18.39,3.63,17.13,2.3,3.99,10.83,6.06
08437114,"Veringenstadt, Stadt",985.0,84.68,10.41,68.67,0.02,71.59,68.68,74.3,100.0,99.5,99.0,10.16,10.78,11.74,14.2998214,3.38,12.24,12.56,3.3,11.4,3.2,3.29,13.61,10.62
08437118,Wald,1187.0,75.07,1.59,63.19,0.65,70.66,62.92,79.21,100.0,98.6,95.3,4.43,10.48,8.58,11.9797333,4.8,10.34,11.04,4.97,9.22,5.1,5.05,8.81,8.86
08437123,Sauldorf,1587.0,48.67,1.87,51.89,0.44,74.18,68.57,79.38,100.0,100.0,99.5,5.95,13.38,15.01,19.2022069,6.66,12.16,13.34,9.19,11.62,8.8,10.18,10.02,10.84
08437124,Herdwangen-Schönach,1622.0,67.82,44.95,95.67,0.46,71.64,69.54,73.8,100.0,97.1,67.7,5.31,12.9,9.78,13.7104795,3.9,12.56,12.0,8.2,11.36,4.6,8.92,7.14,11.61
09161000,Ingolstadt,2543.0,99.96,99.86,1057.59,0.86,72.52,64.02,80.29,100.0,99.9,98.8,2.27,6.34,8.29,12.0339692,3.0,4.84,6.63,3.32,4.71,2.2,2.93,1.29,8.95
09162000,"München, Landeshauptstadt",3130.0,99.1,96.6,4868.01,0.78,70.07,66.53,73.64,100.0,100.0,99.9,2.09,6.84,7.19,7.39161781,2.58,4.11,4.89,2.08,4.44,1.6,2.17,1.98,4.32
09163000,Rosenheim,1957.0,98.05,85.09,1730.33,0.42,68.81,66.42,71.07,100.0,100.0,100.0,2.2,4.41,5.685,6.74748718,2.77,3.44,4.94,2.85,4.03,2.1,2.43,7.78,3.96
09171111,"Altötting, Stadt",1479.0,98.44,91.01,568.01,0.31,69.83,62.71,77.09,100.0,100.0,99.9,3.08,5.75,5.32,5.54867052,4.55,4.57,5.87,3.1,4.15,2.7,3.79,9.9,4.54
09171112,"Burghausen, Stadt",6050.0,99.23,94.04,977.49,0.8,73.28,64.91,81.26,100.0,100.0,99.7,3.63,7.85,5.545,6.91116667,3.9,4.93,4.89,2.33,5.15,3.5,4.5,8.76,5.2
09171113,Burgkirchen a.d.Alz,2757.0,97.15,90.48,237.13,1.13,75.68,65.61,84.98,100.0,99.8,99.0,4.66,14.77,6.97,15.1947003,7.41,6.42,13.34,7.1,10.02,3.9,5.39,7.89,12.02
09171114,Emmerting,1212.0,97.43,97.43,296.45,0.14,74.89,66.75,82.32,100.0,99.7,99.7,2.84,9.52,5.485,11.5761404,2.11,7.5,9.21,4.86,7.65,1.8,2.13,9.59,9.15
09171115,Erlbach,1041.0,92.41,37.74,41.73,0.4,70.62,65.72,75.49,100.0,97.5,73.5,4.76,21.39,12.69,20.0578528,8.46,12.81,17.09,17.45,13.25,10.8,10.42,12.23,14.59
09171116,Feichten a.d.Alz,1436.0,98.5,90.36,70.03,1.56,75.47,66.93,83.66,100.0,100.0,84.1,5.84,21.46,9.275,17.9730769,5.91,6.0,17.12,6.12,19.11,6.1,5.75,6.02,11.43
09171117,Garching a.d.Alz,1149.0,97.52,89.68,339.44,0.47,70.9,63.07,78.23,100.0,100.0,99.9,3.83,17.86,4.645,17.2342574,4.45,5.33,18.1,6.07,13.66,4.0,4.55,7.32,13.41
09171118,Haiming,2114.0,98.22,97.25,87.82,0.38,73.53,64.33,82.69,100.0,100.0,100.0,4.04,14.16,14.59,15.260963,4.22,14.23,12.9,3.64,11.33,9.1,9.2,10.62,11.91
09171119,Halsbach,1394.0,97.74,97.24,49.71,3.17,73.34,66.99,79.01,100.0,100.0,97.7,6.9,19.88,12.125,19.0093694,7.6,7.58,17.12,7.88,13.98,6.9,7.2,6.89,16.2
09171121,Kastl,2378.0,100.0,89.65,102.83,0.9,72.93,63.69,82.46,100.0,100.0,99.4,5.15,10.03,7.04,11.6812707,5.84,8.83,10.45,7.04,10.62,4.3,7.27,8.8,8.43
09171122,Kirchweidach,1714.0,99.23,99.23,139.11,2.1,76.29,70.11,82.06,100.0,100.0,100.0,4.27,21.23,12.08,19.1099206,4.43,4.8,18.27,4.47,17.08,3.6,4.21,6.26,14.16
09171123,"Marktl, Markt",1335.0,99.21,93.41,102.59,1.03,67.72,63.22,71.9,100.0,98.7,94.0,5.67,16.01,12.83,17.4678767,5.58,12.52,15.02,13.13,12.96,7.2,6.45,11.18,17.19
09171124,Mehring,1730.0,93.05,76.76,103.38,-0.57,71.52,61.57,80.78,100.0,100.0,99.6,5.0,9.7,7.475,10.4389189,6.22,7.59,8.12,5.82,5.61,4.2,5.82,9.15,7.49
09171125,"Neuötting, Stadt",1329.0,99.13,88.66,245.82,0.44,68.45,63.99,72.49,100.0,99.0,98.6,4.08,6.17,10.43,9.08046358,4.87,5.33,6.7,4.85,5.7,5.3,4.32,10.49,9.7
09171126,Perach,966.0,95.93,27.03,93.84,1.17,74.72,68.58,81.03,100.0,99.9,97.2,4.37,14.49,15.31,16.9797802,4.47,12.25,15.07,12.22,10.05,9.4,9.63,11.36,14.14
09171127,Pleiskirchen,1499.0,98.01,29.25,46.81,0.0,69.74,64.61,74.49,100.0,97.8,85.7,5.51,17.1,11.86,18.9903988,7.82,11.37,17.64,10.31,10.45,8.2,10.82,12.35,15.45
